idx,true,pred,confidence,node,node_score,novel_flag,reason
201,Fraud,Fraud,80,,0.0,True,"The caller is trying to trick the victim into allowing an unknown app to make changes, which could be a phishing attempt."
202,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the conversation does not exhibit any of the defining scam behaviors."
203,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
204,Fraud,Fraud,80,,0.0,True,"The customer service representative is trying to gain remote access to the caller's computer, which could be a phishing attempt."
205,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money is being transferred within their own accounts, and no pressure was applied."
206,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
207,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and a bank representative initiating action on behalf of the customer, which are defining behaviors of a scam."
208,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and provided personal info without verification, which matches the defining behavior of bank impersonation scams."
209,Normal,Fraud,80,,0.0,True,"The bank is asking for a phone number to send a password reset code, which could be used for phishing or identity theft."
210,Normal,Fraud,80,,0.0,True,"The caller, Linda Wilson, asks for Michael's address to send a new checkbook, which could be used as a pretext to gather sensitive information."
211,Fraud,Fraud,80,,0.0,True,"The call attempts to create a sense of urgency and requires the customer to press a button to speak to an agent, which is a common tactic used by scammers."
212,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and a bank impersonation, but most importantly, it requests that money be sent to the caller's mailbox, which is a defining behaviour of the scam pattern."
213,Fraud,Fraud,80,,0.0,True,"The caller is attempting to manipulate the victim into revealing personal information and gaining trust through religious conversation, which is a common tactic used by scammers."
214,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
215,Fraud,Fraud,80,,0.0,True,"The customer service representative is asking for access to the victim's computer, which could be a tactic to gain unauthorized control."
216,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a password reset, which is not consistent with the legitimate version of this interaction."
217,Fraud,Fraud,80,refund_scam,0.4,False,"The caller is asking for remote access to a computer and an online cancellation form, which matches the defining behaviour of asking for remote access to process a refund."
218,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and no money or codes were requested to be sent away from their account."
219,Fraud,Fraud,80,government_tax,0.4,False,"The caller initiated contact, requested sensitive information (postcode number), and attempted to confirm identity without providing any context or explanation, which matches the defining behaviours of a government/tax/police impersonation scam."
220,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank representative verified the customer's account before scheduling an appointment, matching the legitimate version of this interaction."
221,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a password reset, which is not consistent with the legitimate version of this interaction."
222,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
223,Fraud,Fraud,80,,0.0,True,"The customer claims they didn't order a $700 home composter, and the support team is trying to verify the order without asking for sensitive information."
224,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money stays within their own accounts, and no pressure was applied."
225,Fraud,Fraud,80,,0.0,True,"The representative is asking the customer to log in to their computer and access a form, which could be a phishing attempt."
226,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
227,Fraud,Fraud,80,,0.0,True,"The customer is being asked to take action (cancel and potentially refund) without the company's website being involved, which raises suspicions of a scam."
228,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
229,Fraud,Fraud,90,government_tax,0.4,False,"The call exhibits pressure tactics (warrant will be issued, you will get arrested shortly) and unsolicited contact, which are defining behaviors of government/tax/police impersonation scams."
230,Normal,Fraud,80,,0.0,True,"The bank representative is asking for the customer's home address, which could be used to commit identity theft or phishing attacks."
231,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and a bank representative initiating the conversation, which matches the defining behaviours of a bank impersonation scam."
232,Fraud,Fraud,80,,0.2,True,"The customer is being asked to purchase a license for a product they just downloaded, which is a common tactic used by scammers."
233,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated a billing representative, and requested remote access to process a refund, which matches the defining behaviours of a fake refund/overpayment scam."
234,Fraud,Fraud,80,,0.0,True,"The caller is being overly emotional and sharing personal details, which may be an attempt to build trust before asking for sensitive information."
235,Fraud,Fraud,80,,0.0,True,"The caller is trying to upsell an existing service contract, which is a common tactic used by scammers to manipulate customers into paying for unwanted services."
236,Fraud,Fraud,80,,0.0,True,"The caller's stress and emotional manipulation of the customer service representative, as well as their reluctance to share information about their concern, suggests a potential scam."
237,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, requested sensitive information (memo ID), and attempted to guide the recipient into sharing personal details, which matches the defining behaviors of a fake refund/overpayment scam."
238,Fraud,Fraud,80,,0.0,True,"The caller is attempting to dissuade the recipient from depositing a check, citing suspicious reasons that may be used to manipulate them into not taking action."
239,Fraud,Fraud,80,,0.0,True,"The caller is trying to trick the customer into revealing their personal information and canceling an order they didn't make, which could be a phishing scam."
240,Fraud,Fraud,80,tech_support,0.4,False,"The call exhibits unsolicited contact, impersonation, and a requested action that involves money flowing away from the customer to the caller's account."
241,Fraud,Fraud,80,,0.0,True,"The caller is being led through a series of questions to gain access to their computer, which could be used for malicious purposes."
242,Normal,Normal,80,,0.0,True,"The call appears to be a legitimate customer service interaction between Linda Jones and Harper Valley National Bank, with no indication of manipulation or exploitation."
243,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
244,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and provided a password reset link, which is not consistent with legitimate bank interactions where customers initiate calls and codes are sent to them."
245,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
246,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and impersonation, with money flowing away from the customer to an unknown destination."
247,Fraud,Fraud,80,,0.0,True,"The customer service representative is asking the user to close their email and pull up Google Chrome, which could be a tactic to gain access to the user's computer."
248,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated a legitimate department, and requested payment via own-account transfer without providing any evidence of an existing subscription or overpayment."
249,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money is moving within their own accounts, and no pressure was applied."
250,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated contact and asked for remote access to check for a virus, which matches the defining behaviours of a fake technical support scam."
251,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, impersonated Amazon, and pressured the recipient to confirm suspicious activity, which is a defining behavior of the Fake refund / overpayment scam pattern."
252,Fraud,Fraud,80,,0.0,True,"The caller is expressing dissatisfaction with their current provider and seeking to switch, which may be a ploy to gain trust before attempting to manipulate the customer into revealing sensitive information or sending money."
253,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
254,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated contact, impersonated Microsoft, and implied a problem to pressure the customer into accepting their assistance."
255,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and asked for a payment to be made to a third party, which is a defining behavior of bank impersonation scams."
256,Fraud,Fraud,90,order_confirmation,0.6,False,"The call exhibits unsolicited contact, impersonation, and pressure to take action immediately, which are defining behaviours of a scam."
257,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and verified the customer, but then proceeded to send a replacement credit card without verifying the customer's identity or account information."
258,Fraud,Fraud,80,,0.0,True,"The caller is asking for access to the customer's laptop, which could be a ploy to gain unauthorized control."
259,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which are defining behaviours of bank impersonation scams."
260,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
261,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behavior of bank impersonation scams."
262,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money will move between their own accounts, matching the legitimate version of this interaction."
263,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated unsolicited contact and impersonated a Microsoft engineer, exhibiting key characteristics of a fake technical support scam."
264,Fraud,Fraud,80,,0.0,True,"The caller is asking for the callback number and personal details, which is a common tactic used by scammers to gain access to sensitive information."
265,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
266,Fraud,Fraud,80,,0.0,True,"The caller is being asked to reveal sensitive information (billing info) and the company is trying to shift blame onto the customer, which is a common tactic used by scammers."
267,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
268,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated PayPal, and attempted to extract sensitive information from the recipient."
269,Fraud,Fraud,80,,0.0,True,"The caller is attempting to charge the customer for a service they claim was left on their computer, but the customer had no prior knowledge of it and seems unaware of any such subscription."
270,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the conversation does not exhibit any of the defining behaviours of a bank impersonation scam."
271,Fraud,Fraud,80,,0.0,True,"The customer service representative is asking for remote access to the caller's computer, which is a common tactic used by scammers to gain unauthorized access."
272,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
273,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
274,Fraud,Fraud,80,,0.0,True,"The caller claims to be from HMRC and threatens the recipient with a lawsuit, which is a common tactic used by scammers to manipulate victims into revealing sensitive information or sending money."
275,Fraud,Fraud,80,,0.0,True,"The caller is asking the customer to reveal a code and access their secure server, which could be used for malicious purposes."
276,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving between their own accounts with no pressure or suspicious behavior."
277,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and asked for payment to be sent to a third party, which is a defining behavior of bank impersonation scams."
278,Normal,Normal,90,,0.0,True,The conversation appears to be a routine customer service call for a legitimate banking transaction.
279,Normal,Fraud,80,bank_impersonation,0.4,False,"The call was an unsolicited contact, and the bank representative initiated the verification process instead of verifying the customer's identity."
280,Fraud,Fraud,80,,0.0,True,"The support representative is trying to gain access to the customer's computer and potentially install malware, which is a common tactic used by scammers."
281,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
282,Normal,Fraud,80,,0.0,True,"The customer service representative asked for the phone number, which is not a standard security question and could be used to verify the account holder's identity without needing to ask for other sensitive information."
283,Fraud,Fraud,80,,0.0,True,"The caller claims to be from a cyber security department and threatens the victim's account, which is a common tactic used by scammers to gain trust."
284,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, requested sensitive information (6-digit code and link in text message) to be sent AWAY from the customer's control, and applied pressure with a 'technical issue' to transfer the call."
285,Normal,Normal,80,,0.0,True,The caller is attempting to assist the customer with a legitimate banking transaction.
286,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
287,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
288,Fraud,Fraud,80,,0.0,True,"The caller is claiming to refund money, but the customer initiated contact with the company for services, which suggests a potential scam."
289,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
290,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, requested remote access to process a refund, and asked for sensitive information, which are defining behaviors of the Fake refund / overpayment scam pattern."
291,Fraud,Fraud,90,,0.1,True,Threat of arrest and warrant issuance is an attempt to manipulate the customer into pressing a specific button.
292,Fraud,Fraud,80,,0.0,True,"The customer is being asked to verify their account activity, which could be a tactic to gain access to the account."
293,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive information (invoice number) and attempting to remotely access the customer's computer, which is a red flag for a scam."
294,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a password reset, which is not consistent with the legitimate version of this interaction."
295,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account, matching the legitimate version of this interaction."
296,Fraud,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and claimed to be from a bank's customer service team, which is an impersonation behavior matching the scam pattern."
297,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which are defining behaviors of bank impersonation scams."
298,Fraud,Fraud,80,,0.1,True,"The caller is threatening a warrant of arrest and demanding the recipient to call back, which is a common tactic used by scammers to manipulate victims into revealing personal information or sending money."
299,Fraud,Normal,80,,0.0,True,Customer is reporting a legitimate issue with an order and providing information to resolve the problem.
300,Normal,Fraud,80,,0.2,True,"The bank representative asked for the name of the debit card, which is unusual since banks typically don't ask for this information when issuing a replacement."
301,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behavior of bank impersonation scams."
302,Fraud,Fraud,80,,0.0,True,"The caller is attempting to manipulate the customer into believing their system has been infected with spyware, which could lead to revealing codes/credentials or giving access to an attacker."
303,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, claimed to be Amazon, and asked for remote access to process a potential bill, which matches the defining behaviours of the Fake refund / overpayment scam pattern."
304,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money stayed within their own account, matching the legitimate version of this interaction."
305,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
306,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and asked for payment to be made to a third-party account, which matches the defining behaviours of bank impersonation scams."
307,Fraud,Fraud,80,,0.0,True,The caller is asking for sensitive information (website URL) and attempting to guide the customer through a process that could potentially lead to revealing credentials or accessing the attacker's website.
308,Fraud,Fraud,80,refund_scam,0.4,False,"The caller asked for remote access to process a refund, which is a defining behaviour of the Fake refund / overpayment scam pattern."
309,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
310,Fraud,Fraud,80,,0.0,True,"The caller is being manipulated into paying for a service they claim to hate and never want to use again, suggesting the goal is to extract money from them."
311,Normal,Normal,80,,0.0,True,"The call appears to be a legitimate customer service interaction between Jennifer Johnson and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
312,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, and the conversation does not exhibit any of the defining scam behaviors."
313,Fraud,Fraud,80,,0.3,True,"The caller claims to be from a technical department and threatens to terminate the internet line, which is a common tactic used by scammers to create a sense of urgency and manipulate the customer into revealing sensitive information or taking action."
314,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
315,Fraud,Fraud,80,,0.0,True,The caller is trying to trick the customer into revealing their account credentials and performing actions that may compromise their security.
316,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, requested sensitive information and action from the recipient, and attempted to obtain a callback number, which are all behaviors consistent with the defining characteristics of a scam."
317,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behaviour of bank impersonation scams."
318,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a new checkbook to be sent to their home address, which is an unsolicited action that matches the defining behavior of bank impersonation scams."
319,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account to a third-party biller, which matches the legitimate version of this interaction."
320,Normal,Normal,90,,0.0,True,"The call appears to be a legitimate customer service interaction between David and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
321,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money is moving within their own accounts, and no pressure was applied."
322,Fraud,Fraud,80,,0.0,True,"The caller is trying to verify a purchase on the customer's account, but then suddenly switches to asking for assistance with a locked computer, which seems like an attempt to gain access or escalate the situation."
323,Fraud,Fraud,80,,0.1,True,"The caller is claiming a warrant for arrest and demanding the recipient take action, which is a common tactic used by scammers to manipulate victims into revealing information or sending money."
324,Normal,Fraud,80,,0.0,True,"The caller is providing a specific address and zip code, which suggests that the bank already has this information on file, but the customer is being asked to confirm it."
325,Fraud,Fraud,80,romance_investment,0.6,False,"The caller initiated contact and requested action, but the payment channel (crypto) and claimed identity (friend from New Jersey) match the defining behaviours of a romance/crypto grooming scam."
326,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
327,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated unsolicited contact and impersonated Microsoft, asking for sensitive information and attempting to gain remote access without customer request."
328,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
329,Fraud,Fraud,80,,0.0,True,"The caller is trying to verify the customer's order ID and invoice number, which could be a tactic to gain access to sensitive information."
330,Fraud,Fraud,80,,0.0,True,The caller is attempting to manipulate the customer into canceling their subscription and then asking them to follow a procedure that likely requires sensitive information or access.
331,Fraud,Normal,80,,0.0,True,"The customer initiated contact with Reimage support and is seeking assistance with a legitimate issue, indicating routine business between the customer and the company."
332,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
333,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
334,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
335,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
336,Fraud,Fraud,80,,0.0,True,"The representative is asking for access to the customer's network and server, which could be a ploy to gain unauthorized access."
337,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, impersonated an Amazon representative, and requested remote access to 'secure' the account, which matches the defining behaviours of a fake refund/overpayment scam."
338,Fraud,Fraud,80,refund_scam,0.4,False,"The call exhibits unsolicited contact, impersonation, and a requested action that involves potential money flow away from the customer to a third party."
339,Fraud,Fraud,80,,0.0,True,"The caller is being manipulated into revealing a potential security issue on their computer, which may be used to gain access or sell unnecessary services."
340,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
341,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behavior of bank impersonation scams."
342,Fraud,Fraud,80,,0.2,True,"The customer is being asked to verify a suspicious charge on their card, which could be an attempt to gain access to the account."
343,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behavior of bank impersonation scams."
344,Normal,Normal,80,,0.0,True,"The call appears to be a routine transaction between the customer and the bank, with no indication of manipulation or suspicious activity."
345,Fraud,Normal,80,grandparent_family,0.4,False,"The customer initiated the call and requested a refund, with no pressure to act immediately."
346,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a new checkbook be sent to their home address, which is an unsolicited request that matches the defining behavior of bank impersonation scams."
347,Fraud,Fraud,80,,0.0,True,"The caller is attempting to confirm a payment without providing any information about the customer's account or subscription, and is pressuring the customer into filling out cancellation forms."
348,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and scheduled an appointment without verifying the customer's identity, which is a defining behavior of bank impersonation scams."
349,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, requested remote access to process a refund, and applied pressure with urgency, matching the defining behaviors of a fake refund/overpayment scam."
350,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
351,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank is ordering a checkbook within the customer's own account, matching the legitimate version of this interaction."
352,Fraud,Fraud,80,,0.0,True,"The caller is trying to trick the customer into verifying their computer, which could be a ruse for gaining remote access."
353,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and a new checkbook was sent to their own account without requesting any sensitive information or money transfer."
354,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
355,Fraud,Fraud,90,tech_support,0.4,False,"The caller initiated unsolicited contact, impersonated tech support, and requested a check to be sent to their account, which matches the defining behaviours of a fake technical support scam."
356,Fraud,Fraud,90,tech_support,0.4,False,"The caller initiated contact, impersonated Microsoft, and requested remote access to assist with a security issue, which are defining behaviors of a fake technical support scam."
357,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank verified the customer's address before sending a new checkbook to their own account."
358,Fraud,Fraud,80,,0.0,True,The support representative is asking the customer to perform a suspicious keyboard shortcut that could potentially grant access to their computer.
359,Normal,Normal,90,,0.0,True,"The call appears to be a routine banking transaction between the customer and the bank, with no signs of manipulation or suspicious activity."
360,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank verified the customer's account before scheduling an appointment, matching the legitimate version of this interaction."
361,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the conversation focused on resetting a password within their own account, without any pressure or suspicious activity."
362,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank verified the customer's address before sending a checkbook to their own account."
363,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behavior of bank impersonation scams."
364,Fraud,Normal,80,refund_scam,0.4,False,"The customer initiated the call and the interaction follows a legitimate version of Amazon's refund process, with no pressure, money flowing away from the customer, or codes/data being requested for remote access."
365,Fraud,Fraud,80,,0.0,True,"The caller is attempting to redirect the customer to a suspicious website, potentially leading to credential compromise or financial loss."
366,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated Amazon customer support, and attempted to verify a suspicious order, which is a defining behavior of the Fake refund/overpayment scam pattern."
367,Fraud,Fraud,80,,0.0,True,"The caller is attempting to charge the customer without their explicit consent and requires them to be in front of a computer, which may indicate a phishing or identity theft attempt."
368,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive information (name) and implies a sense of urgency, which are common tactics used in scams."
369,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and a bank representative initiated the conversation, which matches the defining behaviours of a bank impersonation scam."
370,Fraud,Fraud,80,,0.0,True,"The caller is asking the customer to open a browser and access a form, which could be a phishing attempt."
371,Fraud,Fraud,80,,0.0,True,"The caller is asking for the customer's phone number, which could be used to verify their identity and potentially gain access to sensitive information."
372,Fraud,Fraud,90,order_confirmation,0.4,False,"The call exhibits unsolicited contact, impersonation, and pressure for sensitive information, which are defining behaviours of a scam."
373,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account to a third party, but codes are not being read out to the caller."
374,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money stays within their own accounts, and no pressure was applied."
375,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
376,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money stays within their own account, and no pressure was applied."
377,Normal,Normal,80,,0.2,True,"The call appears to be a legitimate customer service interaction between Robert Garcia and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
378,Fraud,Fraud,80,,0.0,True,"The customer service representative is asking for access to the computer, which could be a tactic to gain unauthorized control."
379,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
380,Fraud,Fraud,80,,0.0,True,"The caller is being manipulated into revealing personal details and the support agent is trying to gain access to the customer's printer, which could be a potential entry point for an attacker."
381,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account to a third-party biller, which matches the legitimate version of this interaction."
382,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and no money or codes were requested to be sent away from their account."
383,Normal,Normal,80,,0.0,True,"The call appears to be a legitimate customer service interaction between David Johnson and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
384,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call and the bank verified their identity, matching the legitimate version of this interaction."
385,Fraud,Fraud,80,,0.0,True,"The caller is asking the customer to perform actions on their computer, which could potentially give access to an attacker."
386,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
387,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which are defining behaviors of bank impersonation scams."
388,Fraud,Fraud,80,,0.0,True,"The caller is being manipulated into revealing sensitive information about their work computer, which could be used for unauthorized access."
389,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
390,Normal,Normal,80,,0.2,True,"The customer initiated the call to report a lost debit card and the bank is assisting with replacing it, which is a routine business transaction."
391,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and verified themselves, then requested a replacement credit card to be sent to their account, which is a contradictory behavior to the legitimate version where the customer initiates the call and receives codes."
392,Fraud,Fraud,80,refund_scam,0.4,False,"The call exhibits unsolicited contact, impersonation, and pressure to confirm a fraudulent order, with money flowing away from the customer to a third party."
393,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account, matching the legitimate version of this interaction."
394,Fraud,Fraud,80,,0.0,True,"The caller is asking for access to the customer's computer, which could be a tactic to gain unauthorized control."
395,Fraud,Fraud,80,,0.0,True,"The caller is claiming a refund for a service that was supposedly paid for three years ago, but the company's tone and language suggest they are trying to manipulate the customer into sending money."
396,Fraud,Fraud,80,,0.0,True,"The customer is being asked to confirm their order ID, which could be used for phishing or identity theft."
397,Fraud,Fraud,80,,0.0,True,The caller is trying to manipulate the customer into following suspicious steps that may compromise their computer's security.
398,Fraud,Fraud,80,,0.0,True,"The representative is asking for personal information (name, phone number) without any clear indication of why it's necessary to resolve the issue."
399,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
400,Fraud,Fraud,80,,0.0,True,"The representative's behavior is overly aggressive and manipulative, trying to get the customer to reveal their invoice number despite being asked to cancel service."
401,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
402,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a new checkbook to be sent to their home address, which is a characteristic of bank impersonation scams."
403,Fraud,Fraud,80,,0.0,True,"The caller is trying to elicit sensitive information (email access attempts from China) without providing any context or evidence, which is a common tactic used by scammers."
404,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money stayed within their own account, matching the legitimate version of this interaction."
