pair_id,label,source,original_id,conversation_length_words,length_difference_words,text
32,scam,youtube_scambait,129,146,31,hello hello yes how can i help you uh may i talking to mrs yes this how can i help you um mrs like we're calling you from the malwarebytes customer support okay yeah we are seeing some we are seeing some unusual activities in your malwarebytes okay so we are calling you so can you please let me know that uh like do you have any access from another country like russia because the uh some hackers have a uses of malware's account no i don't know anybody from any other country okay so madam like did you share your computer password or your wi fi password with anyone my grandkids no no part of your family like your neighbor or any unknown person no is it the russian mafia do you think uh yes ma'am that's why we are calling you today what so
33,nonscam,technical_support_json,technical_support_33,112,14,"Hi, my software won't install and I have no idea what to do. Thanks for reaching out. I'll help you sort out software won't install. How long has this been happening? This started after the last system update. Thank you. Can you try clearing the cache and restarting the application? Multiple restarts — still the same issue. Let me check from my end. Can you provide your device model? There's a pending update. Should I install it now? Yes, please install the update and restart once complete. I followed the steps and everything is back to normal. Great news! Feel free to reach out if the issue returns. Nothing else, thanks again!"
33,scam,youtube_scambait,85,126,14,hello thank you for calling mcafee hi my name is how can i help you hi um i got an invoice for mcafee today it just says despite your previous plan expiring we have now renewed your service plan as your hobbit auto debit services in effect there is no dollar amount listed well so what what am i being charged still i'm trading mom okay and i got information that you have been charged or the auto real subscription which you have last time okay like you want to cancel this order i want to cancel it all right all right i believe that man we have a computer right at your home yes i have a computer uh without wasting your time i'm just
34,nonscam,technical_support_json,technical_support_34,119,7,"Hi, my wifi keeps disconnecting and I have no idea what to do. Good day! I'm here to help. Let's start — when did you first notice wifi keeps disconnecting? This started after the last system update. I see. As a first step — have you tried unplugging and reconnecting the device? Done that already. No change. Let's go further. Can you check for any pending system updates? I checked and the drivers seem outdated. Perfect. I'll push a driver update remotely — give me a moment. I followed the steps and everything is back to normal. Excellent! Glad we got that sorted. Is there anything else I can help with? Nope, I'm good now. Great support, thank you!"
34,scam,youtube_scambait,61,126,7,thank you for calling how can i help you uh yes this is paypal right yes ma'am i got a message uh that i was being charged for something but i haven't used paypal oh yes ma'am can you hear me yeah i can hear you yeah like we have seen some kind of suspicious activity on your computer i p address so that means like someone has tried to compromise that information so that's why you have been charged for that so like do you want to cancel the order uh yeah i definitely want to cancel it like sometime like when you use your phone your computer and like unfortunately you have to click that bogus link and you have to share your information
35,nonscam,technical_support_json,technical_support_35,113,13,"I need support. Keyboard keys not responding and it's causing me a lot of stress. Hi! That sounds frustrating. Can you tell me more about when keyboard keys not responding began? This started after the last system update. Thank you. Can you try clearing the cache and restarting the application? Yes, I restarted multiple times. Same problem. Let me check from my end. Can you provide your device model? Settings show version 3.1.2. Is that the latest? That driver error is the culprit. I'll guide you to reinstall it now. Update installed and restarted. It seems to be working now! Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
35,scam,youtube_scambait,32,126,13,thank you for calling reimage support please wait for the next available agent hi thank you for calling reimage my name is how can i help you today hi yeah i think i've got a problem with my computer it was it was talking about a virus first and i downloaded re image and it seems to have identified some things and i'm not sure what it means if you can help okay okay if i got it correctly you are saying that you have virus in your computer is that right sir well i saw a message about a virus and i was prompted to download reimage and it did a scan and it's detected some stability issues is that something you can help with
36,nonscam,technical_support_json,technical_support_36,108,12,"Good morning. I'm really struggling because webcam not working. Thanks for reaching out. I'll help you sort out webcam not working. How long has this been happening? It happened after I restarted my computer. I see. As a first step — have you tried unplugging and reconnecting the device? Multiple restarts — still the same issue. Okay. Please navigate to Settings and check the device drivers. My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Great news! Feel free to reach out if the issue returns. Nothing else, thanks again!"
36,scam,youtube_scambait,39,96,12,this is an emergency call from visa secure there is an online transaction of 600 pounds from your account if you did not make the payment please press one immediately to talk to our representative thank you for connecting bt broadband my name is how can i help you yeah i just got a message there about a payment from visa sir no need to worry sir it's an alert message the manchester people are trying to take the money with the help of internet line so especially we got permissions to keep some security ids
37,nonscam,technical_support_json,technical_support_37,113,13,"I need support. Usb port not working and it's causing me a lot of stress. Hello! I'm sorry to hear that. Let's fix this together. When did USB port not working start? This started after the last system update. I see. As a first step — have you tried unplugging and reconnecting the device? I tried that, didn't work at all. Alright. Let's try running the built-in diagnostic tool. Settings show version 3.1.2. Is that the latest? That driver error is the culprit. I'll guide you to reinstall it now. It's working perfectly now. Thank you! Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
37,scam,youtube_scambait,62,126,13,hello paypal yeah thank you for calling people how can i help you um i got a um i got a invoice or something that i owed 375 but i haven't bought nothing okay ma'am as i can understand that you didn't purchase anything like bitcoin or anything like cryptocurrency right no did you did you authorize to anybody no then i will help you out of this problem just confirm your memo id you'll help me yeah i am i will explain each and everything so what happened to exactly right now just hold on ma'am first thing can you please confirm me like one one thing have you ever shared any personal details to anyone like your any family member or any family friend
38,nonscam,technical_support_json,technical_support_38,108,15,"Good morning. I'm really struggling because keyboard keys not responding. Hi! That sounds frustrating. Can you tell me more about when keyboard keys not responding began? Since this morning. It was fine yesterday. Got it. Have you tried restarting the device completely? Yes, still happening after the restart. Let me check from my end. Can you provide your device model? There's a pending update. Should I install it now? Perfect. I'll push a driver update remotely — give me a moment. I followed the steps and everything is back to normal. Great news! Feel free to reach out if the issue returns. All good! Really appreciate your help."
38,scam,youtube_scambait,118,123,15,my name is and i'm the senior accounts manager on this floor um well basically there's a 950 charge that was made on my paypal and i did not authorize that charge okay i understand totally ma'am it says it's downloading screen connect client yeah mow it's asking me do you want to allow this app to make changes allow just give a click on allow amd yes let me explain you about this 3d cancellation form miss okay 3d cancellations yeah yeah let me explain you what is the 3d cancellation form 3d cancellation form whenever you try to get into it all right we need to get this canceled right so that is the secure 3d cancellation form which was verified
39,nonscam,technical_support_json,technical_support_39,100,6,"Hi, my wifi keeps disconnecting and I have no idea what to do. Hi! That sounds frustrating. Can you tell me more about when wifi keeps disconnecting began? It happened after I restarted my computer. Got it. Have you tried restarting the device completely? Done that already. No change. Alright. Let's try running the built-in diagnostic tool. Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. It's working perfectly now. Thank you! Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
39,scam,youtube_scambait,114,94,6,thank you for calling norton this is how may i help you yes my name is i was trying to contact my wife was working with them on getting an invoice refunded to us okay so do one thing open up your google chrome you want me to click on any desk okay it's got okay now give a click on download now now you need to click on never show incoming session do you see third option over there never show incoming session a turd option what do you mean by turd option
40,nonscam,technical_support_json,technical_support_40,114,9,"Hi there. I've been dealing with printer not detected for a while now. Hello! I'm sorry to hear that. Let's fix this together. When did printer not detected start? It started two days ago, completely out of nowhere. Thank you. Can you try clearing the cache and restarting the application? I tried that, didn't work at all. Okay. Please navigate to Settings and check the device drivers. Settings show version 3.1.2. Is that the latest? That version is outdated. Let me send you the update link. Update installed and restarted. It seems to be working now! Great news! Feel free to reach out if the issue returns. No, that's everything. Thank you so much!"
40,scam,youtube_scambait,49,123,9,thank you for calling my phone support my name is how may i help you yes my name is i'd like you to help me get my birthday corrected on my microsoft account i put in an error i put in the current date when i got the computer five years ago and i keep getting these things that say i need a family um family support in order to get into certain apps so you need to change your birthday date on which sir like on your email and on my microsoft account so for that you need to call microsoft we are my phone support oh this says this is the microsoft support number here it says on the online internet
41,nonscam,technical_support_json,technical_support_41,103,11,Good morning. I'm really struggling because printer not detected. Thanks for reaching out. I'll help you sort out printer not detected. How long has this been happening? It happened after I restarted my computer. Thank you. Can you try clearing the cache and restarting the application? Multiple restarts — still the same issue. Alright. Let's try running the built-in diagnostic tool. My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Perfect. The problem is resolved. Have a great day! All good! Really appreciate your help.
41,scam,youtube_scambait,71,92,11,thank you for calling support you are talking to how may i help you thank you i receive a note your computer has alerted us it has been infected by a trojan spywear the following data has been compromised sir i will tell you what you have to do i'll go ahead and get that checked for you hmm i said may i know the make and model of your computer what i have to do now in this moment sir i am asking what's the make and model of your computer
42,nonscam,technical_support_json,technical_support_42,107,15,"I need support. Bluetooth not pairing and it's causing me a lot of stress. Good day! I'm here to help. Let's start — when did you first notice Bluetooth not pairing? Since this morning. It was fine yesterday. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. There's a pending update. Should I install it now? That driver error is the culprit. I'll guide you to reinstall it now. The driver reinstalled fine. Issue is gone! Perfect. The problem is resolved. Have a great day! That's all. Thanks a lot!"
42,scam,youtube_scambait,91,92,15,thank you for calling norton how may i help you i have an invoice from norton stating that i owe 398 so so according to your invoice number i got to know that whenever you bought a laptop or a desktop norton has provided its security for free since the free subscription has been expired norton has auto renewed it for five years at 398 so so are you willing to continue with the subscription or you want to cancel it well cancel it i i hate norton i'll never buy norton
43,nonscam,technical_support_json,technical_support_43,116,14,"I need support. Computer shuts down randomly and it's causing me a lot of stress. Hello! I'm sorry to hear that. Let's fix this together. When did computer shuts down randomly start? It began yesterday morning. I haven't changed anything. Understood. First, let's try a full shutdown and restart. Did that help? I tried that, didn't work at all. Alright. Let's try running the built-in diagnostic tool. My device model is HP Pavilion 15. Hope that helps. Perfect. I'll push a driver update remotely — give me a moment. Update installed and restarted. It seems to be working now! Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
43,scam,youtube_scambait,56,130,14,thank you for calling amazon my name is how may i help you hello how are you i'm good thanks ma'am thanks for asking me how are you doing today ma'am i'm doing fine thanks alright so how come how can i help you ma'am um i got a message about a charge all right ma'am i just give a check in our database and i found that there is a purchase of an iphone 11 pro max which is cost of 649 dollars from beeching ohio so do you know anyone from beeching ohio ma'am oh no i don't all right ma'am so if you haven't made this purchase so now what i am gonna do i will just simply help you to secure your account you need to
44,nonscam,technical_support_json,technical_support_44,104,11,"Good morning. I'm really struggling because keyboard keys not responding. Good day! I'm here to help. Let's start — when did you first notice keyboard keys not responding? It started two days ago, completely out of nowhere. Understood. First, let's try a full shutdown and restart. Did that help? Done that already. No change. Alright. Let's try running the built-in diagnostic tool. Settings show version 3.1.2. Is that the latest? Yes, please install the update and restart once complete. Fixed! I can't believe it was that simple. Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
44,scam,youtube_scambait,9,93,11,welcome to tsb fraud prevention please hold one of our representitives will be with you as soon as they can hi there you're through to martin moore at the tsb bank customer service team could i ask you to confirm who i'm through to yes my name is and how may i help you today sir not sure what's going on but i got a message saying that uh some money has been taken from my account or is it going to be taken from my account ok not a problem at all
45,nonscam,technical_support_json,technical_support_45,107,11,"Hey, I'm having a technical issue: monitor flickering. Good day! I'm here to help. Let's start — when did you first notice monitor flickering? It happened after I restarted my computer. Understood. First, let's try a full shutdown and restart. Did that help? Done that already. No change. Okay. Please navigate to Settings and check the device drivers. I ran the diagnostic and it says 'driver error detected'. That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Excellent! Glad we got that sorted. Is there anything else I can help with? Nope, I'm good now. Great support, thank you!"
45,scam,youtube_scambait,36,96,11,thanks for your call speaking with can we help you hi i was just trying to watch movies in my computer and it's telling me it's locked and i have to call security okay and what were you trying to do on this computer i'm watching movies is this your personal computer or it's a family computer its a work computer it's a work computer okay so do you have any it guy sorry do you have any it guy in your work in your office no my home no i brought my work laptop home
46,nonscam,technical_support_json,technical_support_46,108,16,"Hi there. I've been dealing with webcam not working for a while now. Good day! I'm here to help. Let's start — when did you first notice webcam not working? Since this morning. It was fine yesterday. Understood. First, let's try a full shutdown and restart. Did that help? Done that already. No change. Okay. Please navigate to Settings and check the device drivers. Settings show version 3.1.2. Is that the latest? Yes, please install the update and restart once complete. It's working perfectly now. Thank you! Excellent! Glad we got that sorted. Is there anything else I can help with? No, that's everything. Thank you so much!"
46,scam,youtube_scambait,83,124,16,thank you for calling support team this is how may i help you today hi i have a strange message on my screen that says my computer's been blocked due to security reasons all right sir don't worry sir we are here to help you out so now we can see that someone trying to hack your computer with the help of your ip address okay so that's the reason you receive this follow it on your computer which is the clear case of hacking attempt so you need to simply follow some steps to unblock your computer and update the defender system of your computer yeah click on that run box and type it over there www dot like a period yeah uh
47,nonscam,technical_support_json,technical_support_47,113,18,"Good morning. I'm really struggling because printer not detected. Hi! That sounds frustrating. Can you tell me more about when printer not detected began? It started two days ago, completely out of nowhere. I see. As a first step — have you tried unplugging and reconnecting the device? Done that already. No change. Let me check from my end. Can you provide your device model? My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. I followed the steps and everything is back to normal. Perfect. The problem is resolved. Have a great day! Nope, I'm good now. Great support, thank you!"
47,scam,youtube_scambait,77,131,18,thank you for calling online support you're speaking to how may i help you today um hi um i have a strange message on my screen that says that my computer is blocked for security reasons all right miss if you don't mind can you read that complete message for me so that i can easily understand that uh yes okay i'm over at the computer it literally says windows defender security warning access to this computer is blocked for security reasons and for the safety if computer has been reported to be infected with trojan spyware the following data is at risk email credentials banking passwords facebook and then on top of that there's a smaller window that says threat detected trojan spyware okay well i'm really sorry for the
48,nonscam,technical_support_json,technical_support_48,119,35,"Good morning. I'm really struggling because Bluetooth not pairing. Thanks for reaching out. I'll help you sort out Bluetooth not pairing. How long has this been happening? It started two days ago, completely out of nowhere. Thank you. Can you try clearing the cache and restarting the application? Yes, I restarted multiple times. Same problem. Let's go further. Can you check for any pending system updates? I ran the diagnostic and it says 'driver error detected'. Perfect. I'll push a driver update remotely — give me a moment. Update installed and restarted. It seems to be working now! Excellent! Glad we got that sorted. Is there anything else I can help with? No, that's everything. Thank you so much!"
48,scam,youtube_scambait,122,154,35,like you was facing the problem regarding to your transaction right now which is 488 yeah that's what it was and they said that there was someone ordering things without my permission so i'd like to get that corrected if i can okay so like you want to cancel this transaction right ma'am that's correct uh so first let me do one thing uh can you please tell me one more thing ma'am like did you check out your account there is showing any kind of activity like uh not that i can see uh yes you can check it out i didn't see anything you didn't see anything no i don't really use paypal very often i i don't understand nothing for this year anyway any kind of activity on there then let me know ma'am it just look like 488 i don't see any activity i use paypal for extremely rare cases
49,nonscam,technical_support_json,technical_support_49,106,16,"Hi, my computer runs very slow and I have no idea what to do. Hi! That sounds frustrating. Can you tell me more about when computer runs very slow began? It began yesterday morning. I haven't changed anything. Understood. First, let's try a full shutdown and restart. Did that help? Done that already. No change. Let's go further. Can you check for any pending system updates? Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. It's working perfectly now. Thank you! Perfect. The problem is resolved. Have a great day! That's all. Thanks a lot!"
49,scam,youtube_scambait,51,90,16,yeah hi can i speak to yeah hi like he was trying to like reach you from the last couple of days but didn't got a hold of you the reason why he was trying to reach you for the last couple of days but didn't get a hold of you the reason why i was trying to phone you sir was because since the last two days we are receiving notification from your email somebody trying to access your email from china from china do you know anybody there
50,nonscam,technical_support_json,technical_support_50,120,35,"I need support. External hard drive not recognized and it's causing me a lot of stress. Hello! I'm sorry to hear that. Let's fix this together. When did external hard drive not recognized start? It began yesterday morning. I haven't changed anything. I see. As a first step — have you tried unplugging and reconnecting the device? Yes, I restarted multiple times. Same problem. Let's go further. Can you check for any pending system updates? I ran the diagnostic and it says 'driver error detected'. That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Great news! Feel free to reach out if the issue returns. No, that's everything. Thank you so much!"
50,scam,youtube_scambait,100,155,35,thanks for calling online support my name is how can i help you today hi i have a strange message on my screen it's telling me that i have suspicious activities is this your laptop or is it a regular pc well it's a dell desktop it runs windows 10 all right okay so um this is your personal home computer right yes so what i'm going to do is i'm going to give you some few troubleshooting step okay i will go ahead and check it out and we'll we'll fix the problem okay okay yeah look on the keyboard on the very extreme bottom left and corner of the keyboard you can see a windows key which is a little four square look like a fly can you see that key um the windows oh yes i do see the windows can you see all right so i wanted to press and hold
51,nonscam,technical_support_json,technical_support_51,116,17,"Hi there. I've been dealing with blue screen of death for a while now. Thanks for reaching out. I'll help you sort out blue screen of death. How long has this been happening? Since this morning. It was fine yesterday. Got it. Have you tried restarting the device completely? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? I ran the diagnostic and it says 'driver error detected'. That version is outdated. Let me send you the update link. I followed the steps and everything is back to normal. Excellent! Glad we got that sorted. Is there anything else I can help with? Nothing else, thanks again!"
51,scam,youtube_scambait,79,133,17,thank you for calling norton securities how may i help you um i'm calling because i have a a paypal invoice for norton 360 it's being charged 349 we only use our paypal for emergencies and for us to be charged on my emergency this is not paypal this is norton security so the payment method is doesn't matter just confirm me what would you like me to do with this auto renewal i need to cancel and get my money back if i'm being charged all right so right now what we will be doing we will be going ahead and canceling the order for you okay open up your google chrome internet browser on your computer so it is personal computer help 24 7 dot info and you need to give
52,nonscam,technical_support_json,technical_support_52,102,14,"Good morning. I'm really struggling because wifi keeps disconnecting. Good day! I'm here to help. Let's start — when did you first notice wifi keeps disconnecting? It started two days ago, completely out of nowhere. Thank you. Can you try clearing the cache and restarting the application? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. The driver reinstalled fine. Issue is gone! Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
52,scam,youtube_scambait,109,88,14,yeah hi sir this is from the billing department just now you had a word with our representative yes i did very nice person and you're so i'm gonna i'm gonna provide you the refund form on the screen so once you will see the screen uh refund form just you let me know okay okay and you have to submit this form back to our company once you will fill up this form so start from your first name scroll down the page and start filling up
53,nonscam,technical_support_json,technical_support_53,106,18,"Good morning. I'm really struggling because laptop battery not charging. Thanks for reaching out. I'll help you sort out laptop battery not charging. How long has this been happening? This started after the last system update. Understood. First, let's try a full shutdown and restart. Did that help? Yes, I restarted multiple times. Same problem. Let me check from my end. Can you provide your device model? I checked and the drivers seem outdated. Perfect. I'll push a driver update remotely — give me a moment. It's working perfectly now. Thank you! Wonderful! Don't hesitate to contact us again if needed. That's all. Thanks a lot!"
53,scam,youtube_scambait,101,88,18,hello yes this is uh calling for all right this is sir so you back to your home yeah i just got home i'm uh just turning on turning on the computer again um okay how's your day so far it's really frustrating irritating sir why uh yes we got uh two days you know wednesday from wednesday to friday the cancellation keeps going on and you know the cancellation is the big right just open a new tab in your google chrome okay it's open now there
54,nonscam,technical_support_json,technical_support_54,107,19,"Hey, I'm having a technical issue: laptop battery not charging. Hi! That sounds frustrating. Can you tell me more about when laptop battery not charging began? It happened after I restarted my computer. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Let me check from my end. Can you provide your device model? I ran the diagnostic and it says 'driver error detected'. That driver error is the culprit. I'll guide you to reinstall it now. Fixed! I can't believe it was that simple. Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
54,scam,youtube_scambait,15,88,19,thank you for calling hm revenue and customs hmrc how may i help you hi may i speak with officer please sure may i have your name please let me check it for you is in a meeting right now but i will find out okay sure can i just tell you that i've reported your number so yeah your number is going to be shut down soon i've contacted your network provider your town ahmedabad in india are you located there what do you mean by ahmedabad
55,nonscam,technical_support_json,technical_support_55,107,20,"Hello, I need urgent help — keyboard keys not responding. Hello! I'm sorry to hear that. Let's fix this together. When did keyboard keys not responding start? It began yesterday morning. I haven't changed anything. Thank you. Can you try clearing the cache and restarting the application? Done that already. No change. Okay. Please navigate to Settings and check the device drivers. I checked and the drivers seem outdated. That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Excellent! Glad we got that sorted. Is there anything else I can help with? No, that's everything. Thank you so much!"
55,scam,youtube_scambait,21,87,20,thanks for calling how to help you hi there my name is and one of your colleagues tried to call me yesterday but i was very busy so i'm just wondering what's the call regarding so can i have a full name sir and my surname is okay alright we just tried to call you yesterday about the refund of your mis sold ppi claim yes i've heard of it so how much would that be the full amount of which you are entitled to receive is
56,nonscam,technical_support_json,technical_support_56,109,0,Good morning. I'm really struggling because computer runs very slow. Hi! That sounds frustrating. Can you tell me more about when computer runs very slow began? This started after the last system update. I see. As a first step — have you tried unplugging and reconnecting the device? Done that already. No change. Let me check from my end. Can you provide your device model? I checked and the drivers seem outdated. That driver error is the culprit. I'll guide you to reinstall it now. I followed the steps and everything is back to normal. Wonderful! Don't hesitate to contact us again if needed. That's all. Thanks a lot!
56,scam,youtube_scambait,19,109,0,hi mr how are you doing today fine i'm great who is this uh this is you know you have talked to me in previous time about your ppi compensation so what what do i need to do for this ppi uh compensation you know you have to complete your uh confirmation we need your sort code account number for verification you said that call me after some time i will do that that's why we are calling you oh please help me with your sort code account number of course for depositing the compensation how much would be the compensation again your full compensation is let me check
57,nonscam,technical_support_json,technical_support_57,107,23,"Hello, I need urgent help — software won't install. Hello! I'm sorry to hear that. Let's fix this together. When did software won't install start? Since this morning. It was fine yesterday. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Let's go further. Can you check for any pending system updates? Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. The driver reinstalled fine. Issue is gone! Great news! Feel free to reach out if the issue returns. Nope, I'm good now. Great support, thank you!"
57,scam,youtube_scambait,12,84,23,thank you for calling paypal customer support your approximate wait time is three minutes the next available paypal customer care executive will answer your call shortly how are you today hello there yes sir you're talking with the paypal how may i help you yes this is the paypal yes sir it's the paypali don't know i received a message from you guys did i need to pay some money can you read the whole message to me which you received from the paypal
58,nonscam,technical_support_json,technical_support_58,119,16,"I need support. Microphone not detected and it's causing me a lot of stress. Thanks for reaching out. I'll help you sort out microphone not detected. How long has this been happening? It started two days ago, completely out of nowhere. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Okay. Please navigate to Settings and check the device drivers. I ran the diagnostic and it says 'driver error detected'. Perfect. I'll push a driver update remotely — give me a moment. I followed the steps and everything is back to normal. Excellent! Glad we got that sorted. Is there anything else I can help with? Nothing else, thanks again!"
58,scam,youtube_scambait,86,135,16,this is how can i hello i got a message on my screen it says it says apple system security center it says access to the apple device has been blocked for security reasons why am i seeing this message boy okay uh you might have done something wrong by mistake or you may have something son i'm a preacher i'm a man of god i preach the good word i don't do anything wrong it's with good intentions when i was looking up a recipe for some grits and eggs i clicked on the link and i got this message okay you said you are priest i'm a preacher bay i'm a baptist preacher ain't no priests i ain't no cathlic do you go to church on sunday do you worship the good lord
59,nonscam,technical_support_json,technical_support_59,115,20,"Hi, my software won't install and I have no idea what to do. Hello! I'm sorry to hear that. Let's fix this together. When did software won't install start? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? I tried that, didn't work at all. Alright. Let's try running the built-in diagnostic tool. There's a pending update. Should I install it now? Yes, please install the update and restart once complete. Fixed! I can't believe it was that simple. Perfect. The problem is resolved. Have a great day! Nope, I'm good now. Great support, thank you!"
59,scam,youtube_scambait,160,135,20,hello hey hello hi there yes this is sorry about that i have to take another call okay not a problem now john you were speaking to one of my uh like one of your case officer do you remember did you say yeah that's correct yeah i didn't get her name what's her name no okay yeah okay what seems to be the problem that i had a phone call on my landline he said something about hmrc okay okay so what happened okay so can you just help me out with your postcode and your house number so that i can look into the inline revenue database that why did you receive that phone call like what's your postcode so your house number do you have a house number flat number yeah flat
60,nonscam,technical_support_json,technical_support_60,110,25,"Hey, I'm having a technical issue: laptop battery not charging. Hi! That sounds frustrating. Can you tell me more about when laptop battery not charging began? It started two days ago, completely out of nowhere. I see. As a first step — have you tried unplugging and reconnecting the device? Done that already. No change. Let's go further. Can you check for any pending system updates? There's a pending update. Should I install it now? That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Excellent! Glad we got that sorted. Is there anything else I can help with? Nothing else, thanks again!"
60,scam,youtube_scambait,82,135,25,thank you for call support this site how can i help you today okay so microsoft windows defender warning alert system access has been blocked for security reasons and for the safety your system has alerted us that has been infected with spywear issues threat detected trojan spyware access has been blocked for security reasons and for the safety call windows security toll free okay i understand sir not an issue now at that time sir i believe you can see the pornographic spyware alert am i'm right now son all i've got to tell you i'm a preacher and there ain't no way in hell that i'll be watching no porn okay i can explain you sir what is the meaning of that that means sir the message which you are facing on that
61,nonscam,technical_support_json,technical_support_61,108,13,"Hello, I need urgent help — printer not detected. Thanks for reaching out. I'll help you sort out printer not detected. How long has this been happening? It started two days ago, completely out of nowhere. Understood. First, let's try a full shutdown and restart. Did that help? Yes, I restarted multiple times. Same problem. Alright. Let's try running the built-in diagnostic tool. Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. Fixed! I can't believe it was that simple. Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
61,scam,youtube_scambait,99,121,13,hello yes i'm calling for yes uh my name is i'm i'm husband yes i'm calling about an invoice that we received last week for 398 yes yes obviously but today each and everything is not working so we are giving you a call back on tomorrow because you know today the banks are closed right now so we can't make a transaction well our bank cyprus credit union's open yeah why not we will provide you the refund okay we will cancel your subscription and we will send you the funds back so right now where are you by the way it's it's uh yes i came home for lunch to do this i'm i'm in front of the computer
62,nonscam,technical_support_json,technical_support_62,117,35,I need support. Software won't install and it's causing me a lot of stress. Good day! I'm here to help. Let's start — when did you first notice software won't install? This started after the last system update. Got it. Have you tried restarting the device completely? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. Perfect. I'll push a driver update remotely — give me a moment. I followed the steps and everything is back to normal. Excellent! Glad we got that sorted. Is there anything else I can help with? All good! Really appreciate your help.
62,scam,youtube_scambait,167,152,35,thank you for calling hm revenue and customs how can i help you oh well you phoned me you tell me ma'am you must have received an automated call you pressed one yeah perhaps yeah yeah so that's the reason your call has been connected to the hm revenue and customs the we had hm revenue and customs okay yeah yeah it's and your voice is too low to hear properly hello hello hello hello hello did you want my name hello hello hello yeah can you can you speak a little louder hello hello my name is that your first name or your last name that's my first name and what's your last name can you spell it out okay so i have your file in front of me that was quick and to check i'm sharing confidential information to the right person can you confirm it with your postcode number
63,nonscam,technical_support_json,technical_support_63,109,29,I need support. Printer not detected and it's causing me a lot of stress. Hello! I'm sorry to hear that. Let's fix this together. When did printer not detected start? It began yesterday morning. I haven't changed anything. Got it. Have you tried restarting the device completely? Done that already. No change. Alright. Let's try running the built-in diagnostic tool. Settings show version 3.1.2. Is that the latest? That version is outdated. Let me send you the update link. I followed the steps and everything is back to normal. Excellent! Glad we got that sorted. Is there anything else I can help with? All good! Really appreciate your help.
63,scam,youtube_scambait,68,138,29,thank you for calling support you are talking to saw may i help you yes my computer has been locked down i need help i'll help you out ma'am for sure sorry for that inconvenience let me explain you let me explain you something here very quick ma'am hackers somehow they get in your computer and they have installed so many harmful viruses over there with the help of that they are trying to get in your ip addresses everything has been compromised and that is the only reason ma'am you are not allowed to make any calls because you're lying to your networks everything has been compromised or hacked okay so can you tell me that which bank are you dealing with ma'am what's the name of your bank so i can mention it in your file
64,nonscam,technical_support_json,technical_support_64,104,21,"Hey, I'm having a technical issue: microphone not detected. Good day! I'm here to help. Let's start — when did you first notice microphone not detected? It started two days ago, completely out of nowhere. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Okay. Please navigate to Settings and check the device drivers. I checked and the drivers seem outdated. Yes, please install the update and restart once complete. Fixed! I can't believe it was that simple. Great news! Feel free to reach out if the issue returns. All good! Really appreciate your help."
64,scam,youtube_scambait,58,83,21,thank you for calling amazon this is how may i help you hello um i was talking to or or something yeah ma'am there is a purchase for iphone on your amazon account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not uh no can i please speak to because he locked my computer sorry ma'am can i please talk to him because he locked my computer
