pair_id,topic,id,label,source,text
p047,blocked_message_with_sound,c047,nonscam,authored_counterpart,thank you for calling technical support here speaking with how can i help you today hi i have a message on my screen that says my computer s been blocked for security reasons and there s a beeping with it no problem let me ask does the beeping stop if you turn the volume down yes it does then the sound is coming from the web page rather than from the machine uh oh i see so nothing is actually wrong nothing at all the page plays audio to make it feel urgent uh how do i get rid of it end the browser from the task bar and the sound stops with it uh do i need to run anything after your files and settings are untouched so there s nothing to run
p027,subscription_auto_renewal_notice,c027,nonscam,authored_counterpart,[Greetings] this is a call from [Company] to let you know your [Company] prime account is due to renew for 79 99 from the card held on file on [Number] the price is the same as last year and the cancel option sits in your account under subscriptions
p045,blocked_message_short,c045,nonscam,authored_counterpart,thank you for calling account support how can i help you today um hello um i have a message on my screen that says my computer is blocked for security reasons okay [Title] i understand and could you tell me whether it s inside a browser window it is yes then it s a web page rather than your system close the tab and it goes
p013,invoice_query,c013,nonscam,authored_counterpart,[Greetings] [Company] thank you for calling how can i help you um i got a invoice or something that says i owed [Number] but i haven t bought nothing okay [Title] i understand so let us find out where that has come from could i take the reference on the invoice yes it is [Number] thank you one moment right so this is for a subscription that was started on [Number] using an email one letter different from yours uh so somebody else has it that is right it belongs to another account holder so the amount is not yours to pay i have moved it onto the correct account and cancelled the copy that was sent to you nothing has been taken from your card at any point
p036,spouse_handling_account,c036,nonscam,authored_counterpart,[Greetings] yeah i m calling for please this is yeah who is this my name is you talked to my wife about a [Company] order oh okay where is she she s at work and she asked me to take care of it when i got home uh i understand the difficulty but the account is in her name so i m only able to discuss it with her or with someone she s named on the account uh so what do we do there are two ways she can add you as an authorised contact through her online account which takes a minute or you can both ring together and she can confirm it on the line uh can you at least tell me what it was about i can say it concerned an order confirmation and no payment has been taken from the card the detail itself has to wait for her
p043,invoice_worry,s_96,scam,youtube_asr,thanks for calling cancellation department how may i help you today hello um i got an invoice in this morning um i decided to hold off going to work because of it i think i need to take care of it says [Number] um all right then you haven t authorized it no i haven t um this is particularly bothering me because i thought i don t even know what it s for it just has invoice it doesn t state what i m getting no problem i will check this transaction [Title] can i have your first and last name please you have a first name is last name is all right as i can see here on our system right now that you got it charged for [Number] and someone making a purchase for the avira antiviral security software and
p039,broadband_line_fault,c039,nonscam,authored_counterpart,[Greetings] this is [Company] technical department calling about the fault you logged on your internet line yesterday we ve found a problem at the exchange affecting your area and an engineer is booked for [Number] the line may drop out while the work is done and the reference for the job is [Number]
p033,order_confirmation_check,s_25,scam,youtube_asr,we have found some suspicious activity in your [Company] account that someone has tried to order an iphone 11 so that s why we called you do you know about that uh one minute let me confirm your phone number your phone number is okay so this is just a confirmation call and we have found that you haven t uh placed the order right yes that s correct i haven t do we have do we have any computer or laptops so that we can be able to send you an online cancellation form
p015,subscription_renewal_query,c015,nonscam,authored_counterpart,[Greetings] dear customer this is a call from [Company] prime support to let you know that your [Company] prime subscription for one year is due to renew on [Number] and the amount of 79 99 will be charged to the card held on the account this is the same price as last year if you would like it to continue nothing needs doing if you would rather stop it the cancel option is in your account under subscriptions and it takes effect before the renewal date
p014,account_date_correction,c014,nonscam,authored_counterpart,thank you for calling support my name is how may i help you yes my name is i d like you to help me get my birthday corrected on my [Company] account i put in an error when i got the computer five years ago and now some things are asking for family permission uh yes that is what causes it so the date of birth on the account can be changed but it has to come from your own login rather than from me uh can you not just do it from there i am not able to alter it from this end which keeps the account under your control the option sits in the account settings under personal details and there is an edit link next to the date uh i can see that yes that is the one and once it saves the permission prompts stop
p045,blocked_message_short,s_74,scam,youtube_asr,thank you for account support how can i help you today um hello um i have a message on my screen that says my computer is blocked for security reasons okay [Title] i understand and could you please tell me exactly what do you see on your screen mom [Title] can read it to me each and everything
p049,blocked_message_walkthrough,c049,nonscam,authored_counterpart,thank you for calling online support you re speaking to how may i help you today um hi um i have a strange message on my screen that says my computer is blocked for security reasons all right [Title] let s work through it together which browser are you using uh i think it s the blue one right so at the very top of the window on the right hand side there should be a small cross next to the tab uh i can see it click that one and not anything inside the message itself uh it s gone now good that s all it needed if it turns up again it ll be from the same site so the history for that page is worth clearing
p003,broadband_upgrade_offer,s_19,scam,youtube_asr,[Greetings] mr how are you doing today fine i m great who is this uh this is you know you have talked to me in previous time about your ppi compensation so what what do i need to do for this ppi uh compensation you know you have to complete your uh confirmation we need your sort code account number for verification you said that call me after some time i will do that that s why we are calling you oh please help me with your sort code account number of course for depositing the compensation how much would be the compensation again your full compensation is let me check
p028,invoice_received_last_week,s_99,scam,youtube_asr,[Greetings] yes i m calling for yes uh my name is i m i m husband yes i m calling about an invoice that we received last week for [Number] yes yes obviously but today each and everything is not working so we are giving you a call back on tomorrow because you know today the banks are closed right now so we can t make a transaction well our bank cyprus credit union s open yeah why not we will provide you the refund okay we will cancel your subscription and we will send you the funds back so right now where are you by the way it s it s uh yes i came home for lunch to do this i m i m in front of the computer
p038,invoice_explanation,c038,nonscam,authored_counterpart,thanks for getting connected how can i help you um yes i got an invoice from [Company] it says i m going to be paying [Number] and i m wondering why i m being charged okay and did you approve anything recently uh not that i remember let me have a look could i take the invoice reference yes it s [Number] thank you one moment right so this covers the twelve months from [Number] and the amount matches the plan on the account uh i thought i was on the cheaper one you were until [Number] and the plan changed when the old tier was retired uh nobody told me that the notice went to the email on file and it may not have reached you the cheaper tier is still available and you can move back to it from the plans page the difference on this invoice is credited when you do
p006,unrecognised_card_transaction,c006,nonscam,authored_counterpart,please hold while we connect you to one of our agents from the fraud prevention team yes i m from the fraud department how can i help you today ah hi uh how s it going uh i had a transaction for john lewis for [Number] pounds on my card and we do not shop there uh let me have a look could i take the last four digits of the card yes it s [Number] thank you got it right so i can see that transaction and it was declined by our system before it settled so the money has not left the account uh oh good so do i need a new card no the card is still active and you can carry on using it i have logged that you did not recognise it and the merchant will not be able to retry it
p035,email_password_reset,c035,nonscam,authored_counterpart,yes hello yeah hello am i talking to now yes yeah hi this is from [Company] support i m calling about the password reset on your email account uh [Company] okay what s the call about um there was a reset requested from the account yesterday evening and i m checking whether that was you uh yes it was me i couldn t get in right so it went through and the account is active again the code that was sent to your phone at the time has expired now so there s nothing left to do with it
p044,locked_computer,s_68,scam,youtube_asr,thank you for calling support you are talking to saw may i help you yes my computer has been locked down i need help i ll help you out [Title] for sure sorry for that inconvenience let me explain you let me explain you something here very quick [Title] hackers somehow they get in your computer and they have installed so many harmful viruses over there with the help of that they are trying to get in your ip addresses everything has been compromised and that is the only reason [Title] you are not allowed to make any calls because you re lying to your networks everything has been compromised or hacked okay so can you tell me that which bank are you dealing with [Title] what s the name of your bank so i can mention it in your file
p007,debit_card_purchase_alert,c007,nonscam,authored_counterpart,thank you for calling customer support how can i help you yes i got an email and a text earlier today saying a purchase of [Number] had been made using my debit card and i wanted to check it uh certainly could i take just the last four digits of the card yes it is [Number] thank you one moment right so that payment was stopped at our end before it went through and the money is still in your account uh so nothing has gone no nothing has gone the card has been cancelled and a replacement is already in the post it should reach you within five working days and you activate it at a cash machine
p009,unrecognised_order_email,c009,nonscam,authored_counterpart,thank you for calling [Company] this is can i help you yeah i was just getting an email saying i ordered a tv but i did not alright [Title] give me a moment let me check the account and when did you receive this email today at around eleven uh could i take the order number from the email yes it is [Number] thank you right so there is no order on your account at all and the number format in that email is not one we use so it has not come from us uh so what do i do with it delete it and do not follow anything inside it your card has not been charged
p015,subscription_renewal_query,s_13,scam,youtube_asr,[Greetings] dear customer this is call from [Company] prime support to let you know that your request of [Company] prime subscription for one year will going to proceed and you have been successfully charged of 79 99 from your account if you want to cancel and want a refund please press one to talk with our representative or simply hang up to continue thank you thank you for getting connected with [Company] prime support how may i help you uh i just got a recorded message saying that uh i got a 79 pounds um subscription for [Company] but i don t remember doing that
p016,refund_department_query,c016,nonscam,authored_counterpart,yeah thanks for calling [Company] refund department this is how are you doing today hi i had a voicemail saying i was going to get charged for something can you help me with that uh of course could i take the email on the account yes it is thank you one moment right so that message was about the annual renewal which is due on [Number] and the amount is [Number] uh so am i being charged only if it is left running the option to stop it renewing is in your account under billing and it takes a moment uh i would rather stop it then that is fine to do from your side and once it saves nothing further is taken from the card
p018,refund_claim_followup,c018,nonscam,authored_counterpart,thanks for calling how can i help you hi there my name is and one of your colleagues tried to call me yesterday but i was very busy so i m wondering what the call was regarding uh could i take the claim reference so i can find the note yes it is [Number] thank you one moment right so we rang about the refund claim you submitted it has been approved and the amount goes back to the account you gave us on the form uh how much is it the figure is on the letter we posted this week and it is also in your online account under claims
p048,blocked_message_read_out,s_81,scam,youtube_asr,thank you for calling support how may help you hi um i have a strange message on my screen it says access to my device has been blocked for security reasons and can you just read it out for me what exactly see on your computer screen right now well it says [Company] security warning access to this scammer this or uh computer is blocked for security reasons block for your computer sorry it says your computer has been reported to be infected with a trojan spyware says there s a scanner it s a scanner in the upper left hand corner i don t know what it s scanning all right no problem can you just help me out your name for the customer security purpose yeah my name is my last name is
p002,transfer_to_department,c002,nonscam,authored_counterpart,all right [Title] you have been connected to the [Company] support team and i can see the note about the charge on your account now this is not something my team handles so i m going to put you through to the billing department who deal with transactions like this all right [Title] just hold on a moment while i connect you uh do they need my card number no they can see the account and the transaction already so they will only ask you to confirm the first line of your address to check they are speaking to the right person uh okay how long will it take a minute or two at most i will stay on the line until someone picks up and i have added a note so you will not have to explain it again from the start
p008,payment_alert_query,s_39,scam,youtube_asr,this is an emergency call from [Company] secure there is an online transaction of [Number] pounds from your account if you did not make the payment please press one immediately to talk to our representative thank you for connecting [Company] broadband my name is how can i help you yeah i just got a message there about a payment from [Company] [Title] no need to worry [Title] it s an alert message the manchester people are trying to take the money with the help of internet line so especially we got permissions to keep some security ids
p041,appointment_followup,c041,nonscam,authored_counterpart,[Greetings] [Title] welcome to [Company] how can i help you today this is we were supposed to meet today and you ve reached home again yes i m back home all right so i m following up on the appointment that was missed this morning uh yes sorry something came up at work that s no bother at all shall we put another one in uh yes please what have you got the earliest is [Number] in the morning or there s a later slot on [Number] uh the first one suits me better that s booked in then and the reference is [Number] you ll get a text confirming it and if the time stops working you can move it yourself from the online account
