pair_id,topic,id,label,source,text
p071,virus_alert_message,s_71,scam,youtube_asr,thank you for calling support you are talking to how may i help you thank you i receive a note your computer has alerted us it has been infected by a trojan spywear the following data has been compromised [Title] i will tell you what you have to do i ll go ahead and get that checked for you hmm i said may i know the make and model of your computer what i have to do now in this moment [Title] i am asking what s the make and model of your computer
p017,antivirus_renewal,leg017,nonscam,authored_counterpart,[Greetings] this is [Company] calling about your security software licence which is due to expire on [contact number] uh right yeah so you don t need to do anything this day it renews automatically at the price on your account or you can turn that off in the settings if you prefer i m not asking you for card information this is simply a reminder ring uh alright so how much is it it s the same as last year the exact figure is in your account under billing you can look at it whenever suits and alter the plan from there
p010,unexpected_debit_query,s_9,scam,youtube_asr,welcome to tsb fraud prevention please hold one of our representitives will be with you as soon as they can hi there you re through to martin moore at the tsb bank customer service team could i ask you to confirm who i m through to yes my name is and how may i help you today [Title] not sure what s going on but i got a message saying that uh some money has been taken from my account or is it going to be taken from my account ok not a problem at all
p070,call_transferred_complaint,s_70,scam,youtube_asr,thanks for calling support my name is how can i help uh yeah this rude guy just hung up on me i got an email about a purchase i didn t make i tried to just call on this rude guy hung up on me it s all right miss i m online you can share with me thank you um so i got a email that says that i have a pre authorization on my card for an oil pump for [Number] 45 and i definitely did not order that i understand miss don t be worried we re gonna try to cancel that charge you got it okay can you please let me know when you get this charge i got the email last night
p061,unrecognised_charge,s_61,scam,youtube_asr,thank you for calling how can i help you uh yes this is [Company] right yes [Title] i got a message uh that i was being charged for something but i haven t used [Company] oh yes [Title] can you hear me yeah i can hear you yeah like we have seen some kind of suspicious activity on your computer i p address so that means like someone has tried to compromise that information so that s why you have been charged for that so like do you want to cancel the order uh yeah i definitely want to cancel it like sometime like when you use your phone your computer and like unfortunately you have to click that bogus link and you have to share your information
p094,laptop_order_invoice,leg094,nonscam,authored_counterpart,yes um i have an email with an invoice attached saying i have a laptop on order for [contact number] and i m not sure i understand uh let me take the order contact number from it yes it s thanks one moment right so that order was placed from an account with your email but a different delivery address uh that s not me in that case i ll cancel it at the moment the payment was pending so it will drop off before it settles
p032,security_software_query,leg032,nonscam,authored_counterpart,thank you for calling [Company] support if you could wait for the next available [Title] hello thank you for calling my name is how can i assistance you this day hello yeah I believe i ve have a issue with my computer it was talking about a virus and i installed the software and it seems to have found some things and i m not sure what it means if you can assistance alright so what it s found there are mostly temporary files they re safe to clear and the software will do that on its own you don t need to buy anything extra and i don t need access to your machine
p042,laptop_popup_query,leg042,nonscam,authored_counterpart,thanks for calling the support centre how may i assistance you yes i seem to have a problem on my laptop because there s an error screen which i can t receive rid of and it says to ring this contact number uh what exactly does it say on there it says [Product] warning alert and a telephone contact number underneath okay that s a fake pop up the contact number on it is not ours press control and w together to close the tab or simply restart the machine and it will clear itself the laptop is fine
p085,plan_expiry_invoice,s_85,scam,youtube_asr,[Greetings] thank you for calling [Company] hi my name is how can i help you hi um i got an invoice for [Company] today it just says despite your previous plan expiring we have now renewed your service plan as your hobbit auto debit services in effect there is no dollar amount listed well so what what am i being charged still i m trading mom okay and i got information that you have been charged or the auto real subscription which you have last time okay like you want to cancel this order i want to cancel it all right all right i believe that man we have a computer right at your home yes i have a computer uh without wasting your time i m just
p067,agent_location_question,leg067,nonscam,authored_counterpart,thank you for calling support you are talking to how may i assistance you where are you calling from [Title] uh i m at one of our contact centres alright but what country are you in uh we ve have teams in a few places is that a issue no i was simply curious not at all uh so what can i do for you my broadband keeps cutting out in the evenings right that usually points to congestion on the line let me run a look at while you re on
p077,blocked_message_walkthrough,leg077,nonscam,authored_counterpart,thanks for calling online support you re speaking to how may i assistance you this day um hi i have a strange note on my screen that says my computer is blocked for security reasons uh which browser are you using I believe it s the blue one okay so at the top right there should be a small cross next to the tab click that not anything inside the note uh it s gone at the moment good that s all it needed if it appears again it ll be from the same site
p037,network_security_notice,s_37,scam,youtube_asr,dear user your i p address has been blocked due to suspicious activities on your network your personal information may get stolen so please do not login to your email and banking to report this issue please contact [Product] support at or press 1 to speak to our [Title]
p014,subscription_renewal_query,leg013,nonscam,authored_counterpart,[Greetings] thank you for calling how may i assistance you uh i simply have an email saying my subscription is renewing for [contact number] but i don t remember signing up for a year alright let me have a look at for you can i take the email address on the account yeah it s right thank you understood uh so this was taken out on [contact number] on a twelve month plan do you want me to cancel the renewal yeah if you could that s fine i ve done that at the moment you ll receive a confirmation email within the hour and nothing further will be taken from the card
p092,debit_card_purchase_alert,s_92,scam,youtube_asr,thank you for calling customer support how can i help you yes i got an email and text earlier today saying a purchase of [Number] have been made using your debit card in case you have not done this transaction please call this number so as you can see there is an order purchase of bitcoins i can definitely tell you it wasn t my order i wouldn t and touched bitcoin with a 10 foot pole um but as you can see the authorization is coming from your side did you ever share your email and password with anyone else no i have no need to i have no desire to
p055,charge_message_query,leg055,nonscam,authored_counterpart,thanks for calling [Company] my name is how can i assistance you uh yes i had some kind of note that i was getting charged but i don t even use [Company] uh what does the note say can you read it out I'm using my roommate s telephone at the moment so i can t read it to you right at the moment that s okay we can work from the account instead could i take your email uh yes it s thanks let me check right there s no charge on this account at all so whatever that note was it did not come from us
p026,account_details_update,leg026,nonscam,authored_counterpart,[Greetings] oh a very good day to you [Title] this is thank you for getting connected with [Company] how can i assistance you well i don t think i have anything to do with [Company] uh let me look at the contact number you re calling from oh i see we sent you a letter last month about updating the address on your account uh yeah actually i did move that s all it is then you can update it in your online account or pop into any branch with proof of address there s no rush and nothing to make the payment
p083,blocked_message_calm,s_83,scam,youtube_asr,thank you for calling support team this is how may i help you today hi i have a strange message on my screen that says my computer s been blocked due to security reasons all right [Title] don t worry [Title] we are here to help you out so now we can see that someone trying to hack your computer with the help of your ip address okay so that s the reason you receive this follow it on your computer which is the clear case of hacking attempt so you need to simply follow some steps to unblock your computer and update the defender system of your computer yeah click on that run box and type it over there www dot like a period yeah uh
p003,identity_document_renewal,s_2,scam,youtube_asr,[Greetings] this call is from [Company] the purpose of this call is to inform you that your austrian identity has been misused for fraudulent and illegal activity for more information press one
p015,billing_dispute,leg014,nonscam,authored_counterpart,[Greetings] you re through to billing how can i assistance hi i ve been charged twice this month I believe right let me pull the account up uh can you confirm the postcode on the account yes it s okay thanks that s the one uh right yes i can see two charges there on the same day that does check like a duplicate so what i ll do is refund the second one it takes three to five working days to come back to the card you don t need to do anything and i won t need any card details from you it goes back to the same card automatically
p091,invoice_amount_query,leg091,nonscam,authored_counterpart,thank you for calling [Company] how may i assistance you i have an invoice stating that i owe [contact number] uh could i take the invoice contact number if you could yeah it s thank you one moment so according to that reference this covers two devices rather than one uh i only have one device then i ll amend it and send a corrected version the amount will drop by half you don t need to make the payment the first one
p050,account_details_selfservice,leg050,nonscam,authored_counterpart,thanks for calling support this is how can i assistance you I'd like to alter my birth date on my [Company] account can you do that uh i can talk you through it but you make the alter yourself from your login okay before i go further can i ask which device you re using a laptop right so go to settings then personal details and there s an edit option next to the date uh i see it yes that s the one and if the line drops simply carry on you don t need to ring back
p050,account_details_selfservice,s_50,scam,youtube_asr,thank you for calling my phone support this is how can i help you i want to have you help me change my birth date on my [Company] account can you do that right [Title] i will definitely help you out with that before i go ahead any further may i have your first and last name all right thank you and your email address please okay thank you and in case the line got disconnected with the right number
p089,purchase_verification,leg089,nonscam,authored_counterpart,thank you for calling [Company] support my name is how can i assistance you this day I'm looking at what appears to be a purchase with my name on it uh could i take the order contact number from it yeah it s [contact number] thank you one moment right so that order was placed on [contact number] to an address in [Company] uh that isn t my address then it isn t your order i ll cancel it and flag the account the card that was used has already been blocked by the issuer
p061,unrecognised_charge,leg061,nonscam,authored_counterpart,thanks for calling how can i assistance you uh yes this is [Company] right yes [Title] i have a note that i was being charged for something but i haven t used [Company] oh let me check one moment uh could i take the email on the account yes it s thanks have it so the only thing on here is a trial that started on [contact number] and it converts to made the payment next week uh i don t remember starting a trial it happens sometimes with a free download the cancel option is in your account under subscriptions
p099,invoice_received_last_week,s_99,scam,youtube_asr,[Greetings] yes i m calling for yes uh my name is i m i m husband yes i m calling about an invoice that we received last week for [Number] yes yes obviously but today each and everything is not working so we are giving you a call back on tomorrow because you know today the banks are closed right now so we can t make a transaction well our bank cyprus credit union s open yeah why not we will provide you the refund okay we will cancel your subscription and we will send you the funds back so right now where are you by the way it s it s uh yes i came home for lunch to do this i m i m in front of the computer
p067,agent_location_question,s_67,scam,youtube_asr,thank you for calling support you are talking to how may i help you where are you from [Title] i m from [Company] my name is okay but what country are you from [Company] [Company] [Product] support [Title] country there s no there s no country by the name of [Company] seattle washington we have a headquarters here in seattle washington [Title] but what country are you from you re not english no no english [Title] i m born here in washington i m born here in seattle washington
p077,blocked_message_walkthrough,s_77,scam,youtube_asr,thank you for calling online support you re speaking to how may i help you today um hi um i have a strange message on my screen that says that my computer is blocked for security reasons all right miss if you don t mind can you read that complete message for me so that i can easily understand that uh yes okay i m over at the computer it literally says [Company] security warning access to this computer is blocked for security reasons and for the safety if computer has been reported to be infected with trojan spyware the following data is at risk email credentials banking passwords facebook and then on top of that there s a smaller window that says threat detected trojan spyware okay well i m really sorry for the
p075,blocked_message_variant,leg075,nonscam,authored_counterpart,thank you for calling customer support you are talking to how can i assistance you um hello i have a note on my screen that says my computer is blocked for security reasons alright and is there audio with it like a voice reading it out yeah there is that confirms it that s a fake page real warnings from your operating system don t talk uh so what do i do hold the power button until it turns off then begin it again and don t reopen the last tab
p063,supervisor_callback,s_63,scam,youtube_asr,[Greetings] this is calling you from [Company] i am the senior supervisor how are you doing today oh i m fine mr thank you all right so i believe uh [Title] you just had a vote with one of our representatives regarding to your [Number] 95 refund right all right so could you please just explain me [Title] what exactly happened like uh can you see me once again what happened oh um i just got an email that um that i was being renewed for [Number] 95 so i believe that um the subscription which has been ordered i believe that was an unauthorized charge right you didn t authorize that correct right i don t remember if i had it on my own computer or not i probably did um but i just want to cancel it now [Title] in this case what i would be going to do i would be requesting our auto robotic team so that they can simply open up the refund form so that you can
p025,order_confirmation_check,s_25,scam,youtube_asr,we have found some suspicious activity in your [Company] account that someone has tried to order an iphone 11 so that s why we called you do you know about that uh one minute let me confirm your phone number your phone number is okay so this is just a confirmation call and we have found that you haven t uh placed the order right yes that s correct i haven t do we have do we have any computer or laptops so that we can be able to send you an online cancellation form
p068,locked_computer,leg068,nonscam,authored_counterpart,thanks for calling support you are talking to may i assistance you yes my computer has locked me out and I need to assistance i can assistance with that [Title] sorry about the inconvenience uh is it asking for a password or is it a note on a blue background it s asking for a password okay so that ll be the account password rather than anything sinister if you ve forgotten it the reset goes through your email you do that yourself from the login screen there s a forgot password link under the box
p069,phone_verification_policy,s_69,scam,youtube_asr,i m the senior [Title] here in [Company] [Product] support [Title] i don t do anything over the phone [Title] if you don t do it anything over the phone why did you call on this number then why did you call on this number because it s telling me to call on the number so i wanted to see what it says [Title] this is a [Company] [Product] support i will go ahead and work on it yeah okay okay well i ll call you back i ll do some research and call you back thank you [Title] you will gonna face the consequences then i m telling you i will go ahead and work on it yeah okay and call you back
p074,blocked_message_short,leg074,nonscam,authored_counterpart,thank you for calling account support how can i assistance you this day um hello i have a note on my screen saying my computer is blocked for security reasons alright [Title] i understand and those are almost always fake ones on a web page uh how do i tell close the browser with the keyboard and if the note disappears it was a web page real system messages survive a restart
p066,order_charge_notice,s_66,scam,youtube_asr,[Greetings] this call is regarding your [Company] account there is a charge for [Number] 92 in your [Company] account for some products if you made this order then simply hang up the call or please press one immediately to connect our representative thank you
p035,computer_shutdown_message,s_35,scam,youtube_asr,thank you for calling support my name is can i help you today i ve got an important security message i m making it says my computer s being shut down what were you doing on the computer when you have these messages can you lower down the volume of your computer
p011,it_helpdesk_guided_fix,leg010,nonscam,authored_counterpart,[Greetings] yes [Title] this is what yes this is the technician again can you hear me [Title] yes uh from [Company] yes is your computer on yes it is at the moment so what i d like you to do is open the settings menu yourself i m not going to take control of anything you should see it in the bottom corner yes what is this noise coming from your side like it is windy or something hold on let me move the telephone all right at the moment can you hear me clearly uh yes i can at the moment good so from that menu go into updates and tell me what it says at the top
p041,service_ending_notice,leg041,nonscam,authored_counterpart,we are writing to let you know that support for your current software version ends on [contact number] after that date it will keep working but will stop receiving updates if you want to move to the newer version the information are in your account under plans your existing licence runs to the finish of its term either way the contact number for the support team is on our website if you have questions
p039,payment_alert_query,leg039,nonscam,authored_counterpart,thanks for connecting to [Company] my name is how can i assistance you yes i simply have a note there about a payment from my account uh let me have a check could i take the last four digits of the account yes it s [contact number] thanks one moment right so that payment for [contact number] pounds is a standing order that was set up in branch back in [contact number] does that sound familiar oh yes of course that s the one right so nothing is wrong there i ll note that you ve confirmed it and you won t receive another alert about that one
p005,vehicle_service_reminder,leg004,nonscam,authored_counterpart,this is calling from the vehicle service department we are calling about your vehicle s scheduled service we sent you a reminder in the post that the service is due next month and this is a courtesy ring to see if you would like to book it in the price is the standard rate on our price list which you can look at on our website or at the branch if you would like to book you can ring us back on the contact number on your service book or drop in there is no charge for this ring and nothing to make the payment this day
p042,laptop_popup_query,s_42,scam,youtube_asr,thank you for calling the support center how may i help you yes i seem to have a problem on my laptop because there s like a an error screen which i can t get rid of and it says to call this number something but uh okay [Product] warning alert
p082,warning_alert_page,s_82,scam,youtube_asr,thank you for call support this site how can i help you today okay so [Company] warning alert system access has been blocked for security reasons and for the safety your system has alerted us that has been infected with spywear issues threat detected trojan spyware access has been blocked for security reasons and for the safety call [Product] security toll free okay i understand [Title] not an issue now at that time [Title] i believe you can see the pornographic spyware alert am i m right now son all i ve got to tell you i m a preacher and there ain t no way in hell that i ll be watching no porn okay i can explain you [Title] what is the meaning of that that means [Title] the message which you are facing on that
p060,remote_session_query,leg060,nonscam,authored_counterpart,[Greetings] hi thanks for calling technical support this is how can i assistance you hello um i was on with someone earlier because i had a pop up and they had me download a screen sharing thing uh okay who was that with i m not sure it was a contact number from the pop up ah that won t have been us we never work from pop up numbers uh so what should i do at the moment uninstall whatever was put on and alter your email password from a different device the store can do that with you if you d rather not do it yourself
p045,router_security_update,leg045,nonscam,authored_counterpart,your router will install a security update overnight on [contact number] the connection may drop for a few minutes while it restarts no action is needed from you and there is no charge for this update if your connection has not returned by the morning turn the router off at the wall wait thirty seconds and turn it back on information are on our website
p018,bank_verification_callback,s_18,scam,youtube_asr,thank you so much for calling carphone warehouse this is how may i help you hello um yeah so i m with three but i m not very happy with three uh do you do contract with other um with ee for example up until the other test we are doing context with all the major networks uh vodafone o2 ee like our tesco virgin perfect okay so can i can i do a
p043,refund_already_processed,leg043,nonscam,authored_counterpart,[Greetings] this is a ring about the refund on your account for the service you cancelled last month uh yes i cancelled it that s been processed and the money is going back to the card you originally made the payment with it takes about five working days uh do you need my card contact number no the system already has it the refund goes back the same way it came in if it hasn t arrived by [contact number] ring us on the contact number on your statement
p079,business_invoice_query,leg079,nonscam,authored_counterpart,thank you for calling [Company] how may i assistance you um i m calling because i have an invoice for [contact number] but we only use one licence not the contact number it shows uh let me look at the account could i take the company name yeah it s thank you one moment right so the invoice was raised for five seats because that s what was ordered in [contact number] uh that was before we downsized understood i ll amend it to one seat and reissue the invoice you can ignore the first one
p046,blue_screen_error,s_46,scam,youtube_asr,thank you for calling support you re speaking with how can i help you ah well i got one of these big blue things that came up on my screen said that somebody had used something to access my computer and that it was a critical alert and it says let s see your computer has alerted us that is has been infected with a pornographic spyware and virus oh and since how long have you been getting all these things on your computer miss it started yesterday and i just went to bed and left it
p048,software_licence_query,s_48,scam,youtube_asr,welcome to technical support avanquest technical support my name s how can i help you hi my name is um i ve downloaded one safe pc cleaner and it s identified a lot of files that i need to remove but i i can t i can t remove them without um i don t want like a license number or something yes and [Title] that s the reason why you need purchase the license for the onesafe pc cleaner to use all the features in such a case in order to get the detail about this license could you please tell me if you have the order id for purchase no i i ve just downloaded it i haven t ordered it you just downloaded it
p021,refund_claim_followup,leg021,nonscam,authored_counterpart,thanks for calling how can i assistance you hi there my name is and one of your colleagues tried to ring me the previous day but i was very busy so i m simply wondering what the ring was regarding uh could i take the claim reference yes it s [contact number] okay let me check that up okay we tried to ring about your refund claim it has gone through and the money goes back to the account you gave us when you applied yes i ve heard of it so how much would that be the figure is on the letter we posted uh i haven t have that in front of me no bother it will be in your online account under claims
p047,email_password_reset,leg047,nonscam,authored_counterpart,yeah hello yeah hello am i talking to at the moment yeah yeah hello this is from [Company] support i m calling about the password reset request on your email account uh alright let me confirm the email address on the account is at [Company] com is that correct uh yeah that s right and so there was a reset requested the previous day evening was that you uh yeah it was me i couldn t receive in that s all it is then the reset went through and the account is active I'll not be asking for the password itself
p059,pharmacy_order,s_59,scam,youtube_asr,[Greetings] i m calling you from billion medicine pharmacy how are you good can i uh place an order yes [Title] like what medication you take [Title] um i need the morning after pill sorry the morning after pill okay what is the name uh i think that s the name the morning after pill or the i pill you need i pill the morning after pill because i had sex last night i had sex last night okay and i don t want to have pregnant i don t want to get uh how many can i get yeah how much you want
p081,blocked_message_read_out,leg081,nonscam,authored_counterpart,thanks for calling support how may i assistance you hi um i have a strange note on my screen it says access to my device has been blocked for security reasons uh can you read me the top line of it yes it says [Company] security alert right and does the top of the window show a web address yes it does that settles it a real system note has no web address in it so it s a page pretending to be one you can close it like any other tab
p078,blocked_message_with_sound,leg078,nonscam,authored_counterpart,thank you for calling technical support here speaking with how can i assistance you this day hello i have a note on my screen saying my computer s been blocked for security reasons and there s a beeping uh right the beeping is part of the web page it s meant to worry you oh i see so nothing is actually wrong nothing at all finish the browser from the task bar and the sound stops with it your files and everything else are untouched
p013,card_replacement,leg012,nonscam,authored_counterpart,[Greetings] this is [Company] calling about the card replacement you asked for in branch last week uh yes i did right so that s been posted out to you and it should arrive within five working days when it does you activate it at a cash machine or through the app the old card will stop working once you do that no i won t need any details from you on this ring it s simply a courtesy ring to let you know it s on its way if it hasn t turned up by [contact number] give us a ring back
p090,invoice_explanation,s_90,scam,youtube_asr,thanks for getting connected not in how can i help you um yes i got an invoice from [Company] it says that i m gonna be paying [Number] and wondering why i m being charged okay and did you give any approval for this transaction i called my husband and read the invoice to him and he said we re not paying that we don t we re the we use [Company] and i m like well what is a [Company] it is a antivirus and full protection for the computer so if you did not authorize i just uh build up your case with the help of your invoice id number and i can see it is a suspicious charge that figures um is okay so i ll do whatever it takes to get this canceled and if we ve been charged i would like our money back if possible yeah yeah i ll i ll help you for the cancellation you have to go online on your computer then i can help you step by step
p073,spyware_alert_query,leg073,nonscam,authored_counterpart,um i was simply alerted that i have spyware on my computer i understand [Title] i ll take a look at at that with you may i ask what you were doing when the alert came up uh i was reading the news alright and did the alert have a telephone contact number on it yeah it did that ll be a fake one on the page then the security software on your machine puts its notices in the taskbar not in a browser window i d close the tab and carry on
p038,unrecognised_order_email,s_38,scam,youtube_asr,thank you for calling [Company] this is can i help you yeah i was just getting an email saying i ordered a tv but i did not alright [Title] just give me a moment let me check and when did you receive this email today at may i have the email address let s see my email address is i m going to send you a one time verification code ok on your email just to verify i m talking to the right person
p030,laptop_error_screen,s_30,scam,youtube_asr,thank you for calling the support center how may i help you yes i seem to have a problem on my laptop because there s like an error screen which i can t get rid ofand it says to call this number something but uh okay [Product] warning alert
p084,popup_from_social_media,leg084,nonscam,authored_counterpart,thanks for calling support how can i assistance hi i m having a weird problem i was on facebook and a pop up appeared saying i had to ring because my computer was infected uh where did the pop up send you it gave a contact number right that s an advert on the page dressed up as a warning it isn t from facebook and it isn t from us uh i nearly called it plenty of people do close the tab and run a scan with whatever security software you already have
p009,standing_order_query,leg008,nonscam,authored_counterpart,[Greetings] this is calling from the fraud prevention team how can i assistance you hello i received a text note saying someone had set up a standing order alright let me look at that for you could you confirm simply the last four digits of your account yeah it s [contact number] right thank you that s come up here uh so i can see the standing order and it was set up in branch on [contact number] does that ring a bell oh yeah that was me i did that right no issue at all that s all it is then i ll close the alert on our side you don t need to do anything
p025,order_confirmation_check,leg025,nonscam,authored_counterpart,we are calling about a recent order in your [Company] account for a [Product] so that s why we rang do you know about that uh one minute let me check at yes so this is simply a confirmation ring and it looks like the order was placed on [contact number] right yes that was me i did order that lovely that s all we needed then uh do you need anything else from me no not at all i won t be asking for card numbers or passwords everything is already on your account you can see the delivery date in there
p047,email_password_reset,s_47,scam,youtube_asr,yes hello yeah hello am i talking to now yes yeah hi this is from [Company] support department i m your email service provider so how are you doing today uh [Company] okay what s the call about um let me confirm your email address at [Company] com is that correct uh yeah that s right and so yeah within 48 hours ago did you trying to change your [Company] acount password more than 50 times uh no i haven t
p038,unrecognised_order_email,leg038,nonscam,authored_counterpart,thank you for calling [Company] this is can i assistance you yeah i have an email saying i ordered a tv but i did not alright [Title] simply give me a moment let me look at and when did you receive this email this day at uh could i take the order contact number from the top of it yeah it s [contact number] thank you understood uh right so that email didn t come from us the order contact number format is wrong so i d delete it and not click anything in it there s no order on your account and nothing has been charged
p071,virus_alert_message,leg071,nonscam,authored_counterpart,thanks for calling support you are talking to how may i assistance you i received a note saying my computer has been infected uh where did that note appear was it in the browser or on the desktop it was in the browser right that s a fake advert then real warnings come from the security software itself not from a web page close the tab and it goes what if it comes back it may on the same site your machine is fine either way
p011,it_helpdesk_guided_fix,s_10,scam,youtube_asr,[Greetings] yes [Title] this is what yeah this is engineer again can you hear me [Title] yes uh from [Company] yes is your computer is on yes it is now what you need to do you need to look at your computer keyboard right yes on your keyboard extremely left bottom corner do you see the ctrl key the control key yes what is this noise coming from your side like it is windy or something hold on let me clear the line just hold the line all right now what do you believe you can hear me clearly uh yes i can now
p049,account_date_correction,s_49,scam,youtube_asr,thank you for calling my phone support my name is how may i help you yes my name is i d like you to help me get my birthday corrected on my [Company] account i put in an error i put in the current date when i got the computer five years ago and i keep getting these things that say i need a family um family support in order to get into certain apps so you need to change your birthday date on which [Title] like on your email and on my [Company] account so for that you need to call [Company] we are my phone support oh this says this is the [Company] support number here it says on the online internet
p016,parcel_redelivery,leg016,nonscam,authored_counterpart,[Greetings] this is [Company] calling about the parcel we tried to deliver the previous day uh yeah i missed it right no issue it s at the depot on [Company] road and it will be held for a fortnight you can collect it with photo identification or we can try again would you like another attempt yeah another attempt if you could that s fine which day suits uh the day after the next day if you can yeah that s booked in you ll receive a text with a time slot there s nothing to make the payment it was already covered by the sender
p069,phone_verification_policy,leg069,nonscam,authored_counterpart,i m the senior [Title] here in [Company] support [Title] i don t do anything over the telephone that s completely fine and to be honest it s the safer approach uh then why did you ring this contact number you rang us this morning and left a note asking for a ring back oh right yes i did so what i suggest is you carry on through the website where you can see everything yourself i can give you the reference contact number to type in if that helps
p059,pharmacy_order,leg059,nonscam,authored_counterpart,[Greetings] i m calling from [Company] pharmacy how are you good uh can i place an order yeah [Title] which medication do you need um it s the one on my repeat prescription alright uh could i take your date of birth to bring up the record yeah it s thank you have that right so i can see two items on repeat do you want both yeah if you could that s ordered it ll be ready to collect from [contact number] and you make the payment at the counter when you come in
p006,tax_return_query,leg005,nonscam,authored_counterpart,[Greetings] this is [Company] returning your ring about your tax return yes i had a letter about an outstanding amount right i can see that here the amount is [contact number] pounds and it relates to the last filing period uh what do i do about it well you ve have a few options you can make the payment through the online account or set up an instalment plan there s no rush on it the deadline is on the letter and if you think the figure is wrong you can appeal it and we ll check at it again nothing happens in the meantime i m not going to ask you for any details on this ring everything is done through your online account
p034,order_billing_query,leg034,nonscam,authored_counterpart,[Greetings] this is from [Company] customer service we are calling about a recent order contact number [contact number] on your account for a [Product] billed to the card ending [contact number] the amount charged is [contact number] we wanted to look at whether you still want the extended warranty that was added at checkout uh no i don t think i selected that no issue i ve taken it off and the difference will come back to your card in a few days the rest of the order is unchanged and will arrive as planned
p045,router_security_update,s_45,scam,youtube_asr,network firewall detected security error due to suspicious activity found on your network to fix this issue please give us a call on
p046,blue_screen_error,leg046,nonscam,authored_counterpart,thanks for calling support you re speaking with how can i assistance you ah well i have one of these big blue things that came up on my screen and it said something about a critical error and then it restarted itself uh okay how long has that been happening it s happened twice this week that usually means a driver problem rather than anything sinister uh what do i do about it check at for updates from the settings menu yourself and if it happens again bring it in and we ll check at the error log
p013,card_replacement,s_12,scam,youtube_asr,thank you for calling [Company] customer support your approximate wait time is three minutes the next available [Company] customer care executive will answer your call shortly how are you today hello there yes [Title] you re talking with the [Company] how may i help you yes this is the [Company] yes [Title] it s the paypali don t know i received a message from you guys did i need to pay some money can you read the whole message to me which you received from the [Company]
p049,account_date_correction,leg049,nonscam,authored_counterpart,thank you for calling support my name is how may i assistance you yeah my name is i d like to receive my birth date corrected on my [Company] account i put in the wrong year when i first set it up and at the moment some apps are asking for family permission uh right that s what causes it so you can alter it yourself in the account settings under personal information uh could you not do it for me i m not able to alter it from this finish it has to come from your own login which is safer for you the option is under personal information
p091,invoice_amount_query,s_91,scam,youtube_asr,thank you for calling [Company] how may i help you i have an invoice from [Company] stating that i owe [Number] so so according to your invoice number i got to know that whenever you bought a laptop or a desktop [Company] has provided its security for free since the free subscription has been expired [Company] has auto renewed it for five years at [Number] so so are you willing to continue with the subscription or you want to cancel it well cancel it i i hate [Company] i ll never buy [Company]
p098,scheduled_technician_call,s_98,scam,youtube_asr,[Greetings] is this uh yeah [Title] this is you re at home okay so can you get in front of your computer please yeah let me uh get over there okay [Title] so is this the same computer which you were using before yeah it s got the teamviewer application okay i want you yeah i want you to open teamviewer please it s open it says ready to connect connect okay just give me a minute
p044,computer_alert_sound,s_44,scam,youtube_asr,thank you for calling support this is mac how may i help you yes my computer s beeping it says someone signed on to my computer and it s it s a suspicious activity and i could get an infection from it i am really sorry to hear that [Title] can i ask you what exactly you was doing when you got that kind of a message or an alert [Title] all i did was put in american heart association all i did was put in typed in americanheartassociation org to print my i m a nurse and i took a cpr class
p090,invoice_explanation,leg090,nonscam,authored_counterpart,thanks for getting connected how can i assistance you um yes i have an invoice saying i m going to be paying [contact number] and i m wondering why uh let me have a check could i take the reference yes it s thanks have it so this covers the twelve months from [contact number] and it s the same amount as last year uh i thought it had gone up no the cost is held for existing customers you ll see the breakdown on the second page of the invoice
p020,customs_callback,leg020,nonscam,authored_counterpart,[Greetings] [Company] this is [Title] how can i assistance you one of your colleagues tried to ring me this morning did you say [Company] yeah correct [Title] uh could i take your reference contact number from the letter it s [contact number] great one moment let me pull that up alright so this is about the import charge on a parcel coming in from abroad it s all on the letter and you settle it through the online portal there s nothing I need to from you this day
p087,cancel_recurring_charge,s_87,scam,youtube_asr,thank you for calling [Company] this is how can i help you i m being charged [Number] so would you like to continue with it or would you like to cancel it i would like to cancel because we didn t we didn t okay okay okay for the cancellation you have to be seated in front of your computer so i can help you out with the cancellation if your computer is turned on right now yes it s turned on how do you think i can read my email okay can you please open up your [Company] chrome browser on your computer there you will see a long white address bar where you can search and type something do you see that address bar yes i see it give a click over there and make that panel empty it was all right so you can start typing why would it happen okay yeah it doesn t show anything when you open a new tab no no you don t know okay
p044,computer_alert_sound,leg044,nonscam,authored_counterpart,thanks for calling support this is how may i assistance you yes my computer s beeping and there s a note about suspicious activity I'm sorry to hear that [Title] can i ask what you were doing when the note came up uh all i did was open my browser and go to a website okay uh does the note have a telephone contact number on it yes it does that ll be one of the fake alerts they show up on some sites close the browser down completely and it goes away your machine is not infected
p092,debit_card_purchase_alert,leg092,nonscam,authored_counterpart,thank you for calling customer support how can i assistance you yeah i have an email and a text earlier this day saying a purchase of [contact number] had been made using my debit card uh let me bring the account up could i take simply the last four digits yeah it s thank you one moment right so that payment was declined by our system before it went through the money never left the account uh do I need to a new card no the card is still active you can carry on using it
p021,refund_claim_followup,s_21,scam,youtube_asr,thanks for calling how to help you hi there my name is and one of your colleagues tried to call me yesterday but i was very busy so i m just wondering what s the call regarding so can i have a full name [Title] and my surname is okay alright we just tried to call you yesterday about the refund of your mis sold ppi claim yes i ve heard of it so how much would that be the full amount of which you are entitled to receive is
