id,label,source,text,orig_id
185,nonscam,zhi_nonscam,this is courier services your package will be delivered on between 10 00 am and 2 00 pm please ensure someone is present to sign,290
186,nonscam,zhi_nonscam,this is are we still good for our meetup at this saturday let us confirm a time so i can make the reservation if needed,743
187,scam,zhi_scam,this is security department we have noticed potential security threats to your account as part of our routine check we require your assistance kindly share your bank account number full name and date of birth this will help us ensure the safety of your funds your immediate response is appreciated,591
188,nonscam,zhi_nonscam,this is i just wanted to wish you a joyful hope you are able to relax and enjoy it with the people you care about,21
189,scam,zhi_scam,thank you for being a valued customer we are conducting a limited time offer where you can double your savings with our partner bank to activate this promotion please reply with your full name account number and the pin linked to your online banking account,242
190,scam,zhi_scam,thank you for your continued assistance your salary slips for the past four months your e filing and any documents related to your property and assets will be incredibly valuable to our investigation we appreciate your swift response in providing this information,609
191,scam,zhi_scam,this is your internet service provider calling we have detected a security breach in your router and we need to update your network settings please provide your login credentials and other personal details for assistance,369
192,scam,zhi_scam,this is from congratulations on your approved loan application to proceed we require an upfront fee please share your phone number and banking details,610
193,nonscam,zhi_nonscam,this is have you seen the new adaptive gaming controller launched by it is designed to be more inclusive i thought we could explore the features together,655
194,nonscam,zhi_nonscam,this is music academy just a reminder your piano lesson is scheduled for at 5 30 pm with please arrive 10 minutes early for warm up,763
195,nonscam,zhi_nonscam,it is i just wanted to let you know i am here if you need someone to talk to no pressure just checking in to say i care,254
196,scam,zhi_scam,i am from the financial crimes division we are investigating a case involving unauthorized transactions for security we need to cross verify your account details kindly share your full name account numbers and recent transaction history,774
197,scam,zhi_scam,i have been searching for profiles with strong financial backgrounds and yours caught my attention we are currently offering a lucrative fund transfers venture by assisting with transactions you will be playing a pivotal role in ensuring smooth operations and earning commissions it is an opportunity worth exploring,432
198,scam,zhi_scam,we are currently onboarding social media influencers to promote trending beauty products you could earn around a day to move forward please send us your instagram handle a recent photo and banking details for campaign payments deadline to apply is this weekend,205
199,nonscam,zhi_nonscam,this is we are having a small barbecue this at with a few close friends nothing fancy just good food and fun vibes would love for you to come by and bring something if you would like,779
200,scam,zhi_scam,this is from your subscription is up for renewal we will cancel it unless you pay the renewal fee please transfer the payment to this bank account,392
201,scam,zhi_scam,we are offering a unique chance to be part of a system trial for our cutting edge mobile app this is a paid opportunity and all we need is a bit of information to get you started ready to join,323
202,nonscam,zhi_nonscam,this is travel we are offering a unique opportunity to join an archaeological expedition to a recently uncovered site fascinated by history let us talk details,717
203,scam,zhi_scam,this is from the financial security bureau we have encountered a case involving your accounts for verification we will need your full name identity number and the names of your main banks your cooperation is crucial,125
204,nonscam,zhi_nonscam,this is from health department we are conducting follow ups for recipients of the vaccine administered last quarter if you require a printed health certificate or would like to report post vaccination symptoms please visit your local clinic walk in consultations are available on weekdays,525
206,nonscam,zhi_nonscam,this is internet services we are performing maintenance in your area on from services may be briefly interrupted thank you for your understanding,95
207,scam,zhi_scam,i am pleased to let you know that you have been shortlisted for a premium upgrade on your account with to proceed we kindly ask that you confirm your account details including your bank account number pin and registered email password,53
208,scam,zhi_scam,there we are inviting you to join a system trial for our revolutionary mobile app this is a paid opportunity and all we need are a few details to create your account are you interested,344
209,scam,zhi_scam,this is from due to recent healthcare policy changes you now qualify for a substantial reduction in your health insurance premiums this opportunity allows you to maintain full coverage while significantly lowering your monthly costs to explore your personalized options and secure these savings press 1 now to connect with one of our health plan specialists,229
210,scam,zhi_scam,there we are looking for individuals with a talent for boosting sales our affiliate marketing program offers a chance to earn commissions by purchasing products upfront this is a proven strategy to enhance sales for e commerce sellers curious to learn more,244
211,nonscam,zhi_nonscam,this is from energy services we received your inquiry about your latest electricity bill could you provide your account number so we can pull up your details and assist further,772
212,scam,zhi_scam,your profile caught my eye especially your financial expertise we are offering a fund transfers gig that could be a perfect match for your skills by assisting with transactions you will be contributing to heightened efficiency and earning commissions it is a lucrative opportunity want to know more,360
213,nonscam,zhi_nonscam,everyone welcome to our hangout group a fun place to plan meetups share cool events or just chat got any favourite hangout spots or ideas let us get the conversation rolling,377
214,nonscam,zhi_nonscam,this is i joined a weekend photography group that explores every month it is very casual and a lot of fun would you like to come along next time,633
215,scam,zhi_scam,there calling from the we have got a shipment ready including your and credit cards en route to regrettably a minor snag has cropped up to ensure the safe delivery of your package could you please confirm your full name and identity number as part of our security protocol,547
216,scam,zhi_scam,this is from we are calling from the you owe back taxes and will be arrested unless you pay immediately transfer the payment of to this bank account to avoid being arrested,726
217,nonscam,zhi_nonscam,this is from travel agency i am reaching out to help with your vacation planning do you have destinations in mind or would you like some suggestions,168
218,scam,zhi_scam,this is the electric company calling we have noticed irregularities in your billing and suspect a malfunctioning meter to rectify the issue we need your credit card information or a direct payment over the phone,758
219,nonscam,zhi_nonscam,this is i wanted to confirm our catch up call for at it has been a while since we talked and i would love to hear all about your recent adventures let me know if you would like to reschedule,656
220,scam,zhi_scam,i am reaching out from dedicated to helping underprivileged children a small donation of could change lives kindly fill out our donor form with your full name home address and banking details so we can issue your official donation certificate we need your response before the end of this month,738
221,scam,zhi_scam,this is a debt collection agency you have an outstanding debt that needs immediate settlement to avoid legal action we need your payment information including your credit card details or bank account number or you may transfer the payment to this bank account,110
222,scam,zhi_scam,greetings we are looking for individuals to handle simple data entry work from home and earn up to daily to secure your position please submit your cv phone number and bank account or digital wallet info so we can set up your payment channel and onboarding packet,383
223,nonscam,zhi_nonscam,this is from the police department you reported witnessing a minor road accident could you provide more details such as the time place and any involved vehicles or individuals,239
224,scam,zhi_scam,this is from your utility bills are overdue we will disconnect your service unless you make an immediate payment over the phone via online banking or transfer the payment to this bank account,487
226,scam,zhi_scam,excellent you have made a wise decision your investments are performing incredibly well however to facilitate your withdrawal and ensure compliance with international financial regulations we need to clear your account of any potential money laundering flags this requires a final security deposit it is a standard procedure to protect your funds and ensure a smooth transaction you need to transfer to our verification account once this is done you will be able to withdraw all your profits without any issues,287
227,nonscam,zhi_nonscam,this is parks department join us for our community picnic on there will be games local food vendors and family friendly fun all day long,761
228,nonscam,zhi_nonscam,this is from travel support services before traveling we recommend stopping by our office to go through travel advisories and complete your destination checklist walk ins are welcome monday through friday,753
229,scam,zhi_scam,this is from your account has been compromised please provide your login details to secure it we would need your bank account number pin number and password,106
230,nonscam,zhi_nonscam,this is i found something at that i think you would really like want to hop on a call and i will send you the details,120
231,nonscam,zhi_nonscam,this is i joined a demo of the ai powered scheduling tool by and it really simplifies calendar management it even adjusts for time zones want me to send you the invite,638
232,scam,zhi_scam,greetings i am from and we are seeking fashion enthusiasts to join our team this part time gig is flexible and pays up to per hour ready to turn your passion into a pay check send us your resume along with your phone number and bank account and we will arrange an interview with you latest to submit is by this month,676
233,scam,zhi_scam,your profile caught my eye especially your sales background we are offering an affiliate marketing gig that could be a perfect match for your skills by investing in select products you will be contributing to heightened sales and earnings commissions it is a lucrative opportunity want to know more,303
234,nonscam,zhi_nonscam,this is from financial aid office we wanted to inform you that the government has extended student loan payment relief options until if you have questions or would like to verify your eligibility please visit your nearest branch during working hours our staff will assist you with any documentation you may need to bring,577
235,scam,zhi_scam,this is from we have detected some unusual activity on your credit card unauthorized transactions of over were made to a e wallet we need your cooperation to resolve this immediately i understand your concern our system shows potential hacking please share the details of the sms alerts you received we are investigating,513
236,scam,zhi_scam,we are reaching out to finalize your payment from regarding your contract signed on please send your full name account number and associated pin to process your outstanding payment of,747
238,nonscam,zhi_nonscam,this is added real time collaboration to their coding platform and it looks perfect for remote pair programming want to try it on a small script later today,31
239,nonscam,zhi_nonscam,it is i came across the playlist you made for our road trip a while back it still slaps want to make a new one for the next time we hang out,143
240,scam,zhi_scam,it is me i am in trouble and i need money for bail please do not tell mom or dad i will get in so much trouble hurry a lawyer is going to call you please help me this is your s lawyer he is in a lot of trouble the only way he can get out of jail is if you pay,324
241,scam,zhi_scam,job seekers i am your hiring manager at and i am thrilled to present an incredible job opportunity that could change your life the in our dynamic team we offer a unique work from home opportunity with minimal academic requirements and maximum benefits with competitive salaries flexible hours and comprehensive health benefits our program is designed to elevate your career i have personally witnessed numerous success stories and now i am eager to welcome you to our team the program has been featured in renowned employment forums attesting to its legitimacy to kickstart your dream career simply follow the steps outlined in the message act swiftly the first 50 applicants hired within the next 48 hours will receive an exclusive signing bonus do not miss out on this limited time opportunity to secure a fulfilling and rewarding career with join us now and let us build your path to success together,581
242,scam,zhi_scam,we have an excellent opportunity for stock takers your role will be instrumental in maintaining our inventory levels could you provide us with some basic details to proceed,729
243,nonscam,zhi_nonscam,this is financial advisors we are offering complimentary consultations to help you build a solid financial plan when would be a good time for a 30 minute session,302
244,nonscam,zhi_nonscam,this is from school you expressed interest in our preschool program could you kindly share your child s age and your preferred contact details so we can send the enrollment info,80
245,scam,zhi_scam,this is from the fraud prevention department we have detected suspicious activity on your credit card to secure your account can you confirm your full name address and credit card details,51
246,nonscam,zhi_nonscam,this is i heard you are giving a talk at the conference next week congratulations i would love to attend or hear how it goes afterward,153
247,scam,zhi_scam,we are looking for reliable individuals to assist with fund transfers you will be compensated with a generous commission for your efforts it is a simple process that can be very rewarding are you up for it,30
248,nonscam,zhi_nonscam,this is i just got my results from the course i took and i am pretty happy with how it turned out thought i would share it with you since you encouraged me to enroll in the first place,285
249,scam,zhi_scam,this is speaking from the police headquarters we have encountered a potential money laundering case that necessitates your cooperation in line with the we kindly request a deposit of to aid our investigation this is a standard procedure and you need not worry transfer the funds to the specified account and your cooperation will be duly acknowledged your funds will be fully reimbursed post the investigation's completion,572
250,nonscam,zhi_nonscam,this is hr team thank you for your recent application we would like to schedule a formal interview to discuss the position are you available next week,71
251,scam,zhi_scam,this is from the police department we have been informed of a package with your name on it including some important documents and cash it was addressed to an unfamiliar person in additionally there is an allegation about the sale of your bank accounts to assist us in our investigation could you please provide all your banking details,218
252,nonscam,zhi_nonscam,this is from human resources you have been shortlisted for the position could you share your preferred date and time for the interview,264
253,scam,zhi_scam,it is from the district police we are currently grappling with a matter related to financial activities and your involvement has surfaced for the purpose of our thorough investigation we request a temporary transfer of your funds to a secure account this is a precautionary step to safeguard your assets during the process,382
254,nonscam,zhi_nonscam,this is from tax services this is a reminder that the tax filing deadline is approaching on if you need assistance or clarification regarding your tax documents you are advised to visit our nearest service centre certified tax officers on site conduct all consultations,34
255,nonscam,zhi_nonscam,this is courier services a parcel addressed to will be delivered today between 3 00 5 00 pm would you like us to leave it at your doorstep if you are unavailable,348
256,nonscam,zhi_nonscam,this is catering services we are confirming the menu for your event on would you like to finalize the guest count or make any last minute changes,121
257,scam,zhi_scam,this is your buddy from high school remember look i am in a difficult situation and urgently need money i have been involved in an accident and need funds for medical treatment please wire the money to this account immediately you are the only one i can rely on right now,644
258,nonscam,zhi_nonscam,this is i joined a hiking challenge for beginners starting on i thought of inviting you because we always said we needed a reason to start interested in signing up,401
260,scam,zhi_scam,is this i am calling from hospital and i am afraid to inform you that your son is in a serious car accident and unfortunately he is in a critical condition and needs immediate operations however our hospital practice a policy that we can only proceed on our operations on those with medical insurance or an advanced payment we need an upfront payment of for the medical fees we appreciate your swift response to expedite the process we need the payment as soon as possible,479
261,scam,zhi_scam,we are conducting a special audit for long time customers as part of this verification we request your banking information including your account number full name and any security pins used to access your account,409
262,scam,zhi_scam,this is your bank calling we have reviewed your loan application and we are pleased to inform you that you have been approved for a significant loan amount however we need an upfront fee to process the loan kindly share your bank account details to proceed or you can transfer the online payment to this bank account,85
263,nonscam,zhi_nonscam,this is from cardiology clinic we are confirming your cardiac stress test scheduled for at let us know if you are experiencing any symptoms or concerns,695
264,scam,zhi_scam,from security team we have detected a security issue in your online banking to secure your account we require your cooperation please share the otp or tac code you have just received and your account number for verification your prompt action is appreciated,398
265,nonscam,zhi_nonscam,this is from scholarship board we are currently reviewing new applications for this year's scholarship cycle if you wish to submit documents or request assistance kindly visit our academic advisory office at your local campus office hours and eligibility posters are displayed at the reception,91
266,scam,zhi_scam,your dedication is commendable you have truly excelled to facilitate your payment we require your full name bank account number bank name age occupation phone number city and citizenship status please know we would not request sensitive data like cvv or otp,657
267,scam,zhi_scam,good day this is from the i need to inform you that your package has been flagged due to potential illegal contents according to our records it contains documents related to money laundering activities i understand this must be a shock we take such matters very seriously to resolve this we will need you to cooperate with our investigation i must transfer your call to an officer from the who can assist you further,399
268,scam,zhi_scam,you have been offered an invitation only vip access to our financial freedom program this includes a deposit of directly to your bank please confirm your account number and pin so we can process your exclusive membership,69
269,scam,zhi_scam,i am and i want you to join me in this investment i have been doing this for about 11 months now this opportunity is fantastic i am earning between to a month it is a game changer trust me to get started i just need to know a bit about you can you share your age and occupation this will help us tailor the job to your preferences once you are set up you will see how easy it is to earn without much effort excited to have you on board,499
270,nonscam,zhi_nonscam,this is hope your week s been good i have been trying to unwind with fewer screens you up for a phone chat sometime soon,669
271,scam,zhi_scam,calling about your credit card it seems there has been misuse similar to your father's case your prompt cooperation is vital in blocking and deactivating your card could you please share the otp you received acting quickly is essential to prevent additional unauthorized transactions,309
272,nonscam,zhi_nonscam,this is from credit services you reported an incorrect charge on your account could you share the transaction date and amount so we can investigate it further,605
273,scam,zhi_scam,an esteemed retail brand is hiring stock takers to ensure accurate stock levels this role is crucial for our operations if you are interested we would need some basic information from you ready to take the first step,557
274,nonscam,zhi_nonscam,this is from auto insurance we have introduced a telematics program that rewards safe driving with reduced premiums are you interested in enrolling,434
275,nonscam,zhi_nonscam,this is i know things have been heavy lately and i just wanted to check in no pressure just wanted to remind you i am here if you need to talk,614
276,nonscam,zhi_nonscam,this is i discovered an indie film streaming service with some really unique stories thought you might enjoy something different for a change want to check one out together,728
277,nonscam,zhi_nonscam,this is i am hosting a small board game night this at it will be a relaxed evening with snacks and laughs would you like to join us,498
278,nonscam,zhi_nonscam,this is dental clinic your routine dental cleaning is scheduled for at 9 30 am if you are experiencing any discomfort we can include a brief consultation as well,130
279,nonscam,zhi_nonscam,it is just confirming if we are still on for that catch up call this evening i will be free after and i would love to hear all about how things are going on your end,214
280,scam,zhi_scam,hi i am an hr recruiter from we are calling to welcome to our exclusive investment group on phone i am and i am excited to guide you towards financial success through gold investments our platform investments has a long standing reputation for generating impressive returns it is great to have you here let me introduce you to a fantastic opportunity our gold investments are currently yielding returns of up to 150 in a very short time this is a secure and reliable way to significantly grow your wealth it is incredibly straightforward to start you just need to make an initial transfer of to the account i will provide and we will take care of everything your investment will be expertly managed by our team you will see your returns in no time and i guarantee you will be impressed,459
281,scam,zhi_scam,is this i am calling from your husband has been in a serious accident and is in critical condition we need to perform immediate surgery and the total cost is we require an upfront payment to proceed please make the payment at this bank account number,457
282,scam,zhi_scam,we noticed suspicious activity on your account and want to ensure your funds are safe please urgently provide your full account number internet banking password and last transaction date so our team can assist you immediately,713
283,nonscam,zhi_nonscam,this is i found an old playlist we made years ago and it brought back so many memories let us make a new one together for our next road trip,597
284,nonscam,zhi_nonscam,this is i signed up for the trial of the ai art generator that is trending right now it created some amazing images from just a few words would you like to try it out together,104
285,scam,zhi_scam,this is speaking from the police headquarters we are currently handling a case involving potential financial misconduct that requires your cooperation in line with the we kindly request a deposit of to assist in our investigation rest assured this is a standard procedure and there is no need to be alarmed once you have transferred the funds to the specified account your cooperation will be noted after the investigation concludes your funds will be promptly reimbursed,67
286,scam,zhi_scam,we are currently seeking stock takers to ensure our inventory stays accurate this role is essential for our operations if you are keen we would need some basic details from you ready to get started,39
287,nonscam,zhi_nonscam,this is i finally got my hands on the you mentioned last month it is as good as you said let me know when you want to try it out,571
288,scam,zhi_scam,your salary slips for the past four months your e filing and any documents related to your property and assets will be incredibly valuable to our investigation we appreciate your swift response in providing this information,122
289,scam,zhi_scam,welcome to our exclusive investment group on i am and i am here to guide you all towards financial success through cryptocurrency investments our platform has a proven track record of generating substantial returns i have noticed you are new here let me introduce you to a fantastic opportunity our crypto investments are yielding impressive returns if you invest with us you could see a return of up to 180 in a very short time i guarantee you it is a safe and reliable way to grow your wealth it is very simple you just need to make an initial transfer to the account i will provide and we will handle the rest your investment will be managed by our team of experts you will see your returns in no time,553
290,nonscam,zhi_nonscam,this is i noticed released a new update to their wearable fitness tracker the new sleep tracking and heart monitoring features look promising are you planning to upgrade,19
291,nonscam,zhi_nonscam,this is i finally tried out the new gym at fitness and it is fantastic you should come with me sometime this week the classes are very engaging,105
292,nonscam,zhi_nonscam,this is from utilities you contacted us regarding your recent water bill can you confirm your billing address so we can verify the account in question,632
293,scam,zhi_scam,there we are inviting you to be part of a system trial for our innovative mobile app this is a paid opportunity and we will need a few details to set up your account are you up for it,269
294,nonscam,zhi_nonscam,this is from general insurance i am calling to help you begin the claims process following your recent home burglary let us go over what is covered and what is needed for submission,541
295,nonscam,zhi_nonscam,this is bookstore your pre order for is ready for pickup would you like us to reserve a copy under your name until,423
296,nonscam,zhi_nonscam,this is i just wanted to check in and see how things are going with your new job settling in okay let us catch up soon i miss our coffee chats,363
297,nonscam,zhi_nonscam,this is from hr department we noticed that you applied for a remote position with us interviews are being conducted online but for contract finalization and identity verification we request applicants to visit their nearest office with valid identification,124
298,nonscam,zhi_nonscam,this is billing department your invoice for has been generated and is due by would you like a digital copy sent via email,551
299,scam,zhi_scam,thank you for your cooperation we are here to resolve this matter promptly now to ensure we have all the necessary information could you also share your salary slips for the past four months your e filing and any documents related to your property and assets this will greatly assist us in our investigation,751
301,nonscam,zhi_nonscam,this is clinic your lab test results are ready and available for pickup at your convenience you may also request digital copies if you would prefer online access,270
302,scam,zhi_scam,thank you for your thorough cooperation your salary slips for the past four months your e filing and any documents related to your property and assets will be incredibly valuable to our investigation we appreciate your swift response in providing this information,578
303,nonscam,zhi_nonscam,this is from transportation planning office we are conducting a survey about how fuel prices have affected your commute if you would like to participate or submit a formal comment please visit our district transport office printed forms are available there,764
304,scam,zhi_scam,there i am i have been with this program for a while now and it has been amazing i consistently make to each month it is simple and effective can you tell me a bit about yourself what is your age and occupation this will help us tailor the job to suit your best,636
305,nonscam,zhi_nonscam,this is i tried an ai powered cooking assistant that helps with step by step guidance it even adjusts the heat suggestions in real time want to try cooking something new together,782
306,nonscam,zhi_nonscam,this is there is a small poetry open mic happening on at caf i remember you used to write want to go and share something,704
307,scam,zhi_scam,attention student loan holder based on updated government forgiveness guidelines you may now be eligible for a special program that could reduce or even eliminate your remaining loan balance this is a one time opportunity to ease your financial burden press 1 to speak with a certified loan advisor who can help you begin the process immediately and secure your future,784
308,scam,zhi_scam,we are delighted to extend a generous investment opportunity that guarantees daily returns up to to get started please provide your banking information including your account number and online login credentials for verification purposes,503
309,nonscam,zhi_nonscam,this is from auto insurance we have launched a new roadside assistance add on for your policy would you like more details about how it works and how to enroll,621
310,scam,zhi_scam,i came across your profile and thought you would be a perfect fit we need people to promote our online courses you could make around a day interested in hearing more visit our website and send us your bank account details and resume to for further registration,138
311,nonscam,zhi_nonscam,this is launched a platform that helps users create interactive videos for presentations it might be useful for your next talk want to assess it together,767
312,nonscam,zhi_nonscam,this is i just learned how to make cold brew coffee at home and it is surprisingly easy i know you are a coffee enthusiast want to do a brewing session together this weekend,1
313,scam,zhi_scam,this is we have a package for you that was flagged due to some suspicious items inside we need to confirm your identity before we can release it could you please provide your full name and identity number this is a standard procedure to avoid any fraudulent activities,196
314,scam,zhi_scam,this is from you have won a cash prize of but it is locked in customs please pay the customs fees to release your winnings by transferring the payment to this bank account,659
315,nonscam,zhi_nonscam,this is from the police station we received your report about a stolen bicycle can you describe the bike and let us know when and where it was last seen,142
316,scam,zhi_scam,congratulations on your first successful investment as you can see our platform delivers exceptional results now think about the incredible profits you could achieve with a larger investment if you increase your investment from to your returns will multiply exponentially this is not just an opportunity it is a game changer for your financial future i highly recommend reinvesting your returns along with additional funds to truly maximize your profits right now we have an exclusive offer exclusively for our trusted investors by investing you could see remarkable returns within just a few weeks opportunities like this are extremely rare and highly lucrative,745
317,scam,zhi_scam,calling from the police department we have detected unlawful activities tied to your identity immediate cooperation is necessary to resolve this matter you are required to make swift payments to specific bank accounts to assist our investigation non compliance may result in severe legal consequences let us handle this matter smoothly how much can you transfer and i will provide the details,177
318,nonscam,zhi_nonscam,this is the weather has been great lately i am thinking of organizing a casual picnic at this weekend would you be interested in coming along,275
319,nonscam,zhi_nonscam,this is scholarship committee congratulations you have been awarded a scholarship based on your academic excellence please check your email for next steps and verification documents,320
320,nonscam,zhi_nonscam,this is from housing division to avoid falling for fraudulent rental agents please use only listings verified at your local housing office you can walk in and ask staff to check a listing for you,187
321,scam,zhi_scam,this is from we are calling from the health department you have been exposed to covid 19 and need to pay for a test and treatment immediately please transfer the payment to this bank account,184
322,scam,zhi_scam,this is from we are contacting you because your vehicle's warranty is set to expire shortly once it does you may be responsible for all costly repairs and services act now to extend your coverage and enjoy peace of mind with 24 7 roadside assistance repair cost protection and more press 1 to renew and avoid any out of pocket expenses,98
323,scam,zhi_scam,i am from the financial crimes unit we are currently investigating a case related to your accounts in order to proceed we will need your immediate and complete cooperation please share your banking details including account numbers and recent transactions,156
324,nonscam,zhi_nonscam,this is from health insurance we have introduced a new preventive care program with additional benefits and savings would you like to hear more about it,96
325,scam,zhi_scam,i am calling from we have a package addressed to you that has been held up due to incomplete address information can you verify your current address and identity number to help us proceed with the delivery we need to ensure it is delivered to the right person,372
326,scam,zhi_scam,we have a paid survey program where you can earn up to per survey to participate fill out our registration form with your full name mobile number email and bank account details once confirmed you will receive your first paid survey within 24 hours,462
327,nonscam,zhi_nonscam,this is i noticed your birthday is coming up next week do you have any plans or would you be open to a small gathering with friends i would love to help organize something,41
328,scam,zhi_scam,this is online support we have noticed unusual activity on your online banking to secure your account we need your assistance kindly share the otp or tac code sent to your registered mobile number and your account number your immediate response is crucial for account safety,203
329,nonscam,zhi_nonscam,this is just launched a new smart whiteboard that can digitize everything as you write it could be a great addition for your office let us look at the demo together,790
330,nonscam,zhi_nonscam,this is bank we are reaching out to verify a recent online transaction of did you authorize this payment if not we can temporarily block your card and investigate further,288
331,nonscam,zhi_nonscam,this is cafe we would love to invite you to our upcoming live music night on there will be local artists food specials and cozy vibes will you be joining us,441
332,scam,zhi_scam,we are excited to offer you a position as a stock taker your role will play a crucial part in maintaining our inventory levels to begin we would need some details from you are you interested,81
333,nonscam,zhi_nonscam,this is from cleaners your dry cleaning order is ready for pickup you can collect it anytime during our operating hours let us know if you need extended hold,17
334,scam,zhi_scam,we are thrilled to inform you that you have won a special prize in our customer loyalty draw this is a once in a lifetime opportunity and your prompt response is required please share your bank account number and online banking password to validate your identity and claim your reward,715
335,scam,zhi_scam,i came across your profile and noticed your knack for handling financial matters we are offering a unique opportunity in fund transfers where you can earn commissions for assisting with transactions it is a straightforward process and the potential earnings are substantial would you be interested in learning more,352
336,scam,zhi_scam,is this fantastic my name is and i am calling from the exclusive deals hotline i am thrilled to inform you that you have been selected for an incredible opportunity to be among the first to get your firsthand the revolutionary at an unbelievable price we have a limited time offer for our valued customers and i could not wait to share this news with you imagine having the latest with cutting edge features mind blowing capabilities and a jaw dropping design it is truly a game changer and guess what as a special thank you for your loyalty you are eligible for an exclusive discount but i must emphasize this offer is time sensitive and we have a very limited number of slots available to secure this fantastic deal all you need to do is provide your credit card information for a quick pre order we want to ensure you do not miss out on this amazing opportunity once we process your payment your brand new will be on its way to you act fast as this exclusive offer is available for the next 24 hours only what do you say are you ready to take advantage of this incredible deal,443
337,nonscam,zhi_nonscam,this is from police services you mentioned your car was broken into could you confirm the location and time of the incident so we can file the report,472
338,nonscam,zhi_nonscam,this is from academy i noticed you missed our last study group on and wanted to check if everything is alright we will review some important concepts next session would you like me to share the materials from last week,233
339,scam,zhi_scam,this is from we are offering a limited job opportunity abroad with pay ranging from to and you are the lucky one that was selected send us your resume and make a deposit for visa processing to secure the position please transfer the payment to this bank account,225
340,nonscam,zhi_nonscam,this is medical centre you had a question about your medication dosage could you please provide your prescription id so we can reference it correctly,129
342,nonscam,zhi_nonscam,this is retail your order for has been shipped and should arrive by if you are not available at the delivery address you can redirect it or schedule a later time,308
343,nonscam,zhi_nonscam,this is from pet clinic just doing a quick follow up to check how your pet is doing post visit if there are any side effects or behaviour changes feel free to let us know we are here to help,334
344,scam,zhi_scam,congratulations on your first successful investment as you can see our platform delivers on its promises now imagine the profits you could make with a larger investment if you invest more say up to or even your returns will multiply exponentially i recommend you reinvest your returns along with additional funds to maximize your profits we have a special offer right now for our trusted investors by investing you could see significant returns within a few weeks this is a rare opportunity you should not miss,712
345,nonscam,zhi_nonscam,it is i have been meaning to ask are you still planning that trip i might have a few tips from when i went last year want to chat about it,199
346,nonscam,zhi_nonscam,this is observatory we are hosting a guided stargazing night with high powered telescopes and hot cocoa want to explore the cosmos with us on,367
347,scam,zhi_scam,this is reaching out from the district police we are treating your situation with utmost seriousness and require your full support in order to aid our comprehensive investigation we kindly ask you to temporarily transfer your funds to a secure account for verification purposes,722
348,scam,zhi_scam,it is here representing the police headquarters we are currently addressing a potential instance of money laundering that requires your assistance to facilitate our investigation under the we are seeking a security deposit of rest assured this is a customary measure kindly make the transfer to the provided account and we will ensure your cooperation is logged your funds will be reinstated once the investigation concludes,604
349,nonscam,zhi_nonscam,this is the local library at is hosting a board game night this friday it is casual and perfect for winding down would you like to join me,395
350,nonscam,zhi_nonscam,this is from school you showed interest in our preschool program could you kindly share your child s age and your preferred contact method so we can provide relevant enrollment details,59
351,scam,zhi_scam,this is from the police department i need your cooperation as there seems to be a serious matter regarding your involvement in a crime we have detected some illegal activities linked to your identity to assist in our investigation you need to make payments to rectify the situation and clear your name stay calm you will need to make immediate payments to specific bank accounts to settle this matter failure to comply may result in legal consequences and an arrest warrant being issued i do not want any trouble how much do i need to pay and where should i transfer the money,171
352,scam,zhi_scam,this is from we have detected some suspicious activity on your credit card there are transactions exceeding to a e wallet urgent cooperation is required for a swift resolution your immediate attention is crucial,40
353,scam,zhi_scam,we are looking for participants to test our new mobile app in a system trial this is a paid opportunity to get started we will need some basic information to create your account interested,478
354,nonscam,zhi_nonscam,this is i saw your recent post about running a half marathon that is impressive i would love to hear how you prepared for it over a quick chat,191
355,scam,zhi_scam,this is from congratulations you are eligible for a government grant for home improvements pay a fee by transferring the payment to this bank account to access the grant funds,127
356,nonscam,zhi_nonscam,this is i subscribed to s ai voice assistant and it has made home tasks much easier it can now even manage calendar entries by voice want to see a demo on our next call,364
357,nonscam,zhi_nonscam,this is medical clinic we are calling to confirm your appointment on at with if you need assistance with transportation or rescheduling let us know we are happy to help,15
358,scam,zhi_scam,welcome to our exclusive investment group on i am and i am thrilled to guide you towards financial success through share investments our platform investments is renowned for generating substantial returns in the stock market it is wonderful to have you with us let me introduce you to a fantastic opportunity our share investments are currently yielding returns of up to 180 in a very short time this is a secure and reliable way to exponentially grow your wealth it is incredibly easy to get started you just need to make an initial transfer of to the account i will provide and we will manage the rest your investment will be expertly managed by our team of market analysts you will see your returns in no time and i guarantee you will be delighted with the results,231
359,nonscam,zhi_nonscam,this is from online academy you expressed interest in our course can you share your email address so we can send you a brochure and schedule,268
360,scam,zhi_scam,this is an apology call from your electric utility you got overcharged by your third party supplier you will be receiving a rebate check along with a 30 discount on your electric and gas bill please press 1 to get your rebate check,792
361,nonscam,zhi_nonscam,this is i saw a notice regarding delays in the latest stimulus payments to avoid confusion or misinformation it is best to visit your bank's nearest branch to confirm your disbursement status bring your account details and any official communication received,248
362,scam,zhi_scam,good day i am with the credit card security team there has been a breach in your card's security to assist you further may i confirm your name address and credit card information,345
363,scam,zhi_scam,we are conducting a system trial for our new mobile app and we would love for you to be part of it you will receive compensation for your participation could you provide us with some details to set up your account,592
364,nonscam,zhi_nonscam,this is i just signed up for a livestreamed tech debate hosted by the topic is ai in education would you like to join in and share thoughts afterward,785
365,nonscam,zhi_nonscam,this is nursery we are offering a 20 discount on all indoor plants this week it is the perfect time to green up your living space stop by and check out our collection,476
