id,orig_id,label,source,text
179,724,scam,zhi_scam,"Thank you for your swift response, [Title]. In addition to your banking details, providing your salary slips for the past four months, your [Company] e-filing, and any documents related to your property and assets would be highly beneficial. This will greatly assist us in expediting our investigation."
180,387,scam,zhi_scam,"[Greetings], we are calling on behalf of a charitable organization. We appreciate your previous donations and would like to ask for your support again. Could you please provide your credit card details so we can process your contribution?"
181,505,scam,zhi_scam,"46. [Greetings], this is [Title][Name]. Wanna be rich? I am guiding my fans to make fast bucks with little effort. Invest in a once-in-a-lifetime opportunity with us. Our interest rate is low, and your profit is twice than you invest I guarantee. Send us your bank details and phone number now to secure your spot."
182,455,scam,zhi_scam,"[Greetings], we are conducting a system trial, and we need participants. Your role will involve providing feedback on mobile phone services. As a thank you, we are offering online credits. It is an easy way to earn rewards. Interested?"
183,639,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I found a donation drive for displaced communities in [Location], hosted officially by [Company]. If you want to verify or contribute directly, they have a branch near [Location] where you can speak with coordinators."
184,641,nonscam,zhi_nonscam,"[Greetings], this is [Name]. The next local makers' market is happening at [Location] on [Date]. You always find the best handmade stuff. Want to go treasure-hunting together again?"
185,564,scam,zhi_scam,"[Greetings], [Title]. This is [Title][Name] from the police department. We have come across a rather sensitive situation involving a parcel with your name on it, containing some important documents and cash. It was addressed to an unfamiliar individual in [Country] . Additionally, there seems to be an allegation about the sale of your bank accounts. We would like to get to the bottom of this. To assist us, could you please provide all your banking details?"
186,11,scam,zhi_scam,"[Greetings] there! [Name] from [Company] . We are on the hunt for talented graphic designers for exciting online projects. Earn up to [Money] per hour highlighting your creativity. Ready to turn your passion into a pay check? Great, send us your resume along with your phone number and bank account details to get started at our [Company]."
187,590,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I noticed we have not had a proper conversation in a while. I miss our long talks and want to fix that. Can we talk sometime this week?"
188,756,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I saw a post about a mentorship opportunity at [Company] for early-career professionals. It might be a good fit for you. Would you like help applying?"
189,215,nonscam,zhi_nonscam,"[Greetings], this is [Name]. [Product] is trending right now for its ability to generate voiceovers that sound human-like. It might be useful for your content work. Shall we give it a try?"
190,329,scam,zhi_scam,"[Greetings]! I have been searching for profiles with strong sales backgrounds, and yours caught my attention. We are currently offering a lucrative affiliate marketing venture. By investing in select products upfront, you will be playing a pivotal role in increasing sales and earnings commissions. It is an opportunity worth exploring!"
191,355,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I read that [Company] is partnering with several universities to offer free AI ethics training. It sounds like something worth learning. Want to register together?"
192,771,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I noticed you left your [Product] at my place the other day. Want me to drop it off or should I hold onto it until we meet next week?"
193,64,scam,zhi_scam,"[Greetings] We are calling about your vehicle's extended warranty. Our records show that your warranty is about to expire, and we can offer you an exclusive renewal. To proceed, we need your credit card information and vehicle details."
194,290,nonscam,zhi_nonscam,"[Greetings], this is [Company] Courier Services. Your package will be delivered on [Date] between 10:00 AM and 2:00 PM. Please ensure someone is present to sign."
195,743,nonscam,zhi_nonscam,"[Greetings], this is [Name]. Are we still good for our meetup at [Location] this Saturday? Let us confirm a time so I can make the reservation if needed."
196,591,scam,zhi_scam,"[Greetings] , this is [Company] security department. We have noticed potential security threats to your account. As part of our routine check, we require your assistance. Kindly share your bank account number, full name, and date of birth. This will help us ensure the safety of your funds. Your immediate response is appreciated."
197,21,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just wanted to wish you a joyful [Occasion]! Hope you are able to relax and enjoy it with the people you care about."
198,242,scam,zhi_scam,"[Greetings], thank you for being a valued customer. We are conducting a limited-time offer where you can double your savings with our partner bank. To activate this promotion, please reply with your full name, account number, and the PIN linked to your online banking account."
199,609,scam,zhi_scam,"Thank you for your continued assistance. Your salary slips for the past four months, your [Company] e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information."
200,369,scam,zhi_scam,"This is your internet service provider calling. We have detected a security breach in your router, and we need to update your network settings. Please provide your login credentials and other personal details for assistance."
201,610,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. Congratulations on your approved loan application! To proceed, we require an upfront fee. Please share your phone number and banking details."
202,655,nonscam,zhi_nonscam,"[Greetings], this is [Name]. Have you seen the new adaptive gaming controller launched by [Company]? It is designed to be more inclusive. I thought we could explore the features together."
203,763,nonscam,zhi_nonscam,"[Greetings], this is [Company] Music Academy. Just a reminder—your piano lesson is scheduled for [Date] at 5:30 PM with [Title][Name]. Please arrive 10 minutes early for warm-up."
204,254,nonscam,zhi_nonscam,"[Greetings], It is [Name]. I just wanted to let you know I am here if you need someone to talk to. No pressure—just checking in to say I care."
205,774,scam,zhi_scam,"[Greetings], I am [Title][Name] from the Financial Crimes Division. We are investigating a case involving unauthorized transactions. For security, we need to cross-verify your account details. Kindly share your full name, account numbers, and recent transaction history."
206,432,scam,zhi_scam,"[Greetings]! I have been searching for profiles with strong financial backgrounds, and yours caught my attention. We are currently offering a lucrative fund transfers venture. By assisting with transactions, you will be playing a pivotal role in ensuring smooth operations and earning commissions. It is an opportunity worth exploring!"
207,205,scam,zhi_scam,"[Greetings], we are currently onboarding social media influencers to promote trending beauty products. You could earn around [Money] a day. To move forward, please send us your Instagram handle, a recent photo, and banking details for campaign payments. Deadline to apply is this weekend!"
208,779,nonscam,zhi_nonscam,"[Greetings], this is [Name]. We are having a small barbecue this [Date] at [Time] with a few close friends. Nothing fancy, just good food, and fun vibes. Would love for you to come by and bring something if you would like."
209,392,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. Your subscription is up for renewal. We will cancel it unless you pay the renewal fee. Please transfer the payment to this bank account [Number]."
210,323,scam,zhi_scam,"[Greetings] ! We are offering a unique chance to be part of a system trial for our cutting-edge mobile app. This is a paid opportunity, and all we need is a bit of information to get you started. Ready to join?"
211,717,nonscam,zhi_nonscam,"[Greetings], this is [Company] Travel. We are offering a unique opportunity to join an archaeological expedition to a recently uncovered site. Fascinated by history? Let us talk details!"
212,125,scam,zhi_scam,"[Greetings], this is [Title][Name]from the Financial Security Bureau. We have encountered a case involving your accounts. For verification, we will need your full name, identity number, and the names of your main banks. Your cooperation is crucial."
213,525,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Health Department. We are conducting follow-ups for recipients of the [Product] vaccine administered last quarter. If you require a printed health certificate or would like to report post-vaccination symptoms, please visit your local [Company] clinic. Walk-in consultations are available on weekdays."
214,540,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just joined a podcast series on future tech hosted by [Company] and the latest episode was about brain-computer interfaces. I think you would enjoy it. Shall I send you the link?"
215,95,nonscam,zhi_nonscam,"[Greetings], this is [Company] Internet Services. We are performing maintenance in your area on [Date] from [Time]. Services may be briefly interrupted. Thank you for your understanding."
216,53,scam,zhi_scam,"[Greetings], I am pleased to let you know that you have been shortlisted for a premium upgrade on your account with [Company]. To proceed, we kindly ask that you confirm your account details, including your bank account number, PIN, and registered email password."
217,344,scam,zhi_scam,"[Greetings] there! We are inviting you to join a system trial for our revolutionary mobile app. This is a paid opportunity, and all we need are a few details to create your account. Are you interested?"
218,229,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. Due to recent healthcare policy changes, you now qualify for a substantial reduction in your health insurance premiums. This opportunity allows you to maintain full coverage while significantly lowering your monthly costs. To explore your personalized options and secure these savings, press 1 now to connect with one of our health plan specialists."
219,244,scam,zhi_scam,[Greetings] there! We are looking for individuals with a talent for boosting sales. Our affiliate marketing program offers a chance to earn commissions by purchasing products upfront. This is a proven strategy to enhance sales for e-commerce sellers. Curious to learn more?
220,772,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Energy Services. We received your inquiry about your latest electricity bill. Could you provide your account number so we can pull up your details and assist further?"
221,360,scam,zhi_scam,"[Greetings] ! Your profile caught my eye, especially your financial expertise. We are offering a fund transfers gig that could be a perfect match for your skills. By assisting with transactions, you will be contributing to heightened efficiency and earning commissions. It is a lucrative opportunity. Want to know more?"
222,377,nonscam,zhi_nonscam,"[Greetings], everyone! Welcome to our Hangout group—a fun place to plan meetups, share cool events, or just chat. Got any favourite hangout spots or ideas? Let us get the conversation rolling!"
223,633,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I joined a weekend photography group that explores [Location] every month. It is very casual and a lot of fun. Would you like to come along next time?"
224,547,scam,zhi_scam,"[Greetings] there, calling from the [Company] . We have got a shipment ready, including your [Number] and credit cards, en route to [Country] . Regrettably, a minor snag has cropped up. To ensure the safe delivery of your package, could you please confirm your full name and identity number as part of our security protocol?"
225,726,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. We are calling from the. You owe back taxes and will be arrested unless you pay immediately. Transfer the payment of [Money] to this bank account [Number] to avoid being arrested."
226,168,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Travel Agency. I am reaching out to help with your vacation planning. Do you have destinations in mind, or would you like some suggestions?"
227,758,scam,zhi_scam,"This is the electric company calling. We have noticed irregularities in your billing and suspect a malfunctioning meter. To rectify the issue, we need your credit card information or a direct payment over the phone."
228,656,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I wanted to confirm our catch-up call for [Date] at [Time]. It has been a while since we talked, and I would love to hear all about your recent adventures. Let me know if you would like to reschedule."
229,738,scam,zhi_scam,"[Greetings], [Title][Name]. I am reaching out from [Charity Name], dedicated to helping underprivileged children. A small donation of [Money] could change lives. Kindly fill out our donor form with your full name, home address, and banking details so we can issue your official donation certificate. We need your response before the end of this month."
230,110,scam,zhi_scam,"[Greetings] this is a debt collection agency. You have an outstanding debt that needs immediate settlement. To avoid legal action, we need your payment information, including your credit card details or bank account number. Or you may transfer the payment to this bank account [Number]."
231,383,scam,zhi_scam,"Greetings! We are looking for individuals to handle simple data entry work from home and earn up to [Money] daily. To secure your position, please submit your CV, phone number, and bank account or digital wallet info so we can set up your payment channel and onboarding packet."
232,239,nonscam,zhi_nonscam,"[Greetings], this is [Title][Name] from the police department. You reported witnessing a minor road accident. Could you provide more details such as the time, place, and any involved vehicles or individuals?"
233,487,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. Your utility bills are overdue. We will disconnect your service unless you make an immediate payment over the phone via online banking or transfer the payment to this bank account [Number]."
234,56,nonscam,zhi_nonscam,"[Greetings], this is [Company] Technical Support. We have received your service request for your [Product]. Would you be available on [Date] at 2:00 PM for a remote troubleshooting session?"
235,287,scam,zhi_scam,"Excellent, [Title][Name]. You have made a wise decision. Your investments are performing incredibly well. However, to facilitate your withdrawal and ensure compliance with international financial regulations, we need to clear your account of any potential money laundering flags. This requires a final security deposit. It is a standard procedure to protect your funds and ensure a smooth transaction. You need to transfer [Money] to our verification account. Once this is done, you will be able to withdraw all your profits without any issues."
236,612,scam,zhi_scam,"[Greetings] , this is [Company] contacting you about a pending package delivery. We have encountered a system glitch, and your details need verification. To proceed, kindly share your identification number, birthdate, and current address. This will help us ensure a smooth delivery. Your prompt response is appreciated."
237,761,nonscam,zhi_nonscam,"[Greetings], this is [Company] Parks Department. Join us for our community picnic on [Date]! There will be games, local food vendors, and family-friendly fun all day long."
238,753,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Travel Support Services. Before traveling, we recommend stopping by our office to go through travel advisories and complete your destination checklist. Walk-ins are welcome Monday through Friday."
239,106,scam,zhi_scam,"[Greetings], this is [Name] from [Company].Your account has been compromised. Please provide your login details to secure it. We would need your bank account number, pin number and password."
240,120,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I found something at [Company] that I think you would really like. Want to hop on a call and I will send you the details?"
241,638,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I joined a demo of the AI-powered scheduling tool by [Company], and it really simplifies calendar management. It even adjusts for time zones. Want me to send you the invite?"
242,676,scam,zhi_scam,"Greetings! I am [Name] from [Company] , and We are seeking fashion enthusiasts to join our team. This part-time gig is flexible and pays up to [Money] per hour. Ready to turn your passion into a pay check? Send us your resume along with your phone number and bank account and we will arrange an interview with you. Latest to submit is by this month."
243,303,scam,zhi_scam,"[Greetings]! Your profile caught my eye, especially your sales background. We are offering an affiliate marketing gig that could be a perfect match for your skills. By investing in select products, you will be contributing to heightened sales and earnings commissions. It is a lucrative opportunity. Want to know more?"
244,577,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Financial Aid Office. We wanted to inform you that the government has extended student loan payment relief options until [Date]. If you have questions or would like to verify your eligibility, please visit your nearest [Company] branch during working hours. Our staff will assist you with any documentation you may need to bring."
245,513,scam,zhi_scam,"[Greetings] [Title][Name], this is [Title][Name] from [Company] . We have detected some unusual activity on your credit card. Unauthorized transactions of over [Money] were made to a [Company] e-wallet. We need your cooperation to resolve this immediately. I understand your concern. Our system shows potential hacking. Please share the details of the SMS alerts you received. We are investigating."
246,747,scam,zhi_scam,"[Greetings], we are reaching out to finalize your payment from [Company] regarding your contract signed on [Date]. Please send your full name, account number, and associated PIN to process your outstanding payment of [Money]."
247,97,nonscam,zhi_nonscam,"[Greetings], this is [Company] Support. We are calling to assist you with the issue reported on your [Product]. Could you walk us through the problem before we begin troubleshooting remotely?"
248,31,nonscam,zhi_nonscam,"[Greetings], this is [Name]. [Company] added real-time collaboration to their coding platform, and it looks perfect for remote pair programming. Want to try it on a small script later today?"
249,143,nonscam,zhi_nonscam,"[Greetings], It is [Name]. I came across the playlist you made for our road trip a while back—it still slaps! Want to make a new one for the next time we hang out?"
250,324,scam,zhi_scam,"[Greetings] [Name], it is me. I am in trouble, and I need money for bail. Please do not tell Mom or Dad. I will get in so much trouble. Hurry, [Name]. A lawyer is going to call you. Please help me! This is your [Name]’s lawyer. He is in a lot of trouble. The only way he can get out of jail is if you pay."
251,581,scam,zhi_scam,"[Greetings] job seekers! I am [Name], your hiring manager at [Company], and I am thrilled to present an incredible job opportunity that could change your life – the [Product]! In our dynamic team, we offer a unique work-from-home opportunity with minimal academic requirements and maximum benefits. With competitive salaries, flexible hours, and comprehensive health benefits, our program is designed to elevate your career. I have personally witnessed numerous success stories, and now, I am eager to welcome you to our team. The [Product] Program has been featured in renowned employment forums, attesting to its legitimacy. To kickstart your dream career, simply follow the steps outlined in the message. Act swiftly! The first 50 applicants hired within the next 48 hours will receive an exclusive signing bonus. Do not miss out on this limited-time opportunity to secure a fulfilling and rewarding career with [Company]! Join us now and let us build your path to success together!"
252,729,scam,zhi_scam,[Greetings]! We have an excellent opportunity for stock takers. Your role will be instrumental in maintaining our inventory levels. Could you provide us with some basic details to proceed?
253,302,nonscam,zhi_nonscam,"[Greetings], this is [Company] Financial Advisors. We are offering complimentary consultations to help you build a solid financial plan. When would be a good time for a 30-minute session?"
254,80,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] School. You expressed interest in our preschool program. Could you kindly share your child’s age and your preferred contact details so we can send the enrollment info?"
255,51,scam,zhi_scam,"[Greetings] , this is [Name] from the fraud prevention department. We have detected suspicious activity on your credit card. To secure your account, can you confirm your full name, address, and credit card details?"
256,153,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I heard you are giving a talk at the [Title] conference next week—congratulations! I would love to attend or hear how it goes afterward."
257,30,scam,zhi_scam,"[Greetings], we are looking for reliable individuals to assist with fund transfers. You will be compensated with a generous commission for your efforts. It is a simple process that can be very rewarding. Are you up for it?"
258,425,scam,zhi_scam,"You are a star! Your work has not gone unnoticed. To proceed with your payment, kindly provide your Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone Number, City, and Citizenship Status. Your trust and privacy are paramount to us."
259,285,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just got my results from the [Product] course I took, and I am pretty happy with how it turned out. Thought I would share it with you since you encouraged me to enroll in the first place."
260,572,scam,zhi_scam,"[Greetings], this is [Title][Name] speaking from the police headquarters. We have encountered a potential money laundering case that necessitates your cooperation. In line with the [LAW], we kindly request a deposit of [Money] to aid our investigation. This is a standard procedure, and you need not worry. Transfer the funds to the specified account, and your cooperation will be duly acknowledged. Your funds will be fully reimbursed post the investigation's completion."
261,71,nonscam,zhi_nonscam,"[Greetings], this is [Company] HR Team. Thank you for your recent application. We would like to schedule a formal interview to discuss the [Title] position. Are you available next week?"
262,218,scam,zhi_scam,"[Greetings], this is [Title][Name] from the police department. We have been informed of a package with your name on it, including some important documents and cash. It was addressed to an unfamiliar person in [Country] . Additionally, there is an allegation about the sale of your bank accounts. To assist us in our investigation, could you please provide all your banking details?"
263,264,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Human Resources. You have been shortlisted for the [Title] position. Could you share your preferred date and time for the interview?"
264,382,scam,zhi_scam,"[Greetings], it is [Title][Name] from the [Country] district police. We are currently grappling with a matter related to financial activities and your involvement has surfaced. For the purpose of our thorough investigation, we request a temporary transfer of your funds to a secure account. This is a precautionary step to safeguard your assets during the process."
265,190,nonscam,zhi_nonscam,"[Greetings], It is [Name]. How did your appointment at [Company] go? I would love to catch up and hear all about it."
266,34,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Tax Services. This is a reminder that the tax filing deadline is approaching on [Date]. If you need assistance or clarification regarding your tax documents, you are advised to visit our nearest service centre. Certified tax officers on-site conduct all consultations."
267,348,nonscam,zhi_nonscam,"[Greetings], this is [Company] Courier Services. A parcel addressed to [Name] will be delivered today between 3:00–5:00 PM. Would you like us to leave it at your doorstep if you are unavailable?"
268,121,nonscam,zhi_nonscam,"[Greetings], this is [Company] Catering Services. We are confirming the menu for your event on [Date]. Would you like to finalize the guest count or make any last-minute changes?"
269,644,scam,zhi_scam,"[Greetings], this is [Name] your buddy from high school remember? Look, I am in a difficult situation and urgently need money. I have been involved in an accident and need funds for medical treatment. Please wire the money to this account [Number] immediately. You are the only one I can rely on right now."
270,401,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I joined a hiking challenge for beginners starting on [Date]. I thought of inviting you because we always said we needed a reason to start. Interested in signing up?"
271,719,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I joined a group on [Company] that evaluates emerging AR devices, and they are looking for new testers. You might enjoy giving feedback on early tech. Want me to connect you?"
272,479,scam,zhi_scam,"[Greetings] , is this [Title][Name]? I am calling from [Country] Hospital, and I am afraid to inform you that your son, [Name] is in a serious car accident, and unfortunately, he is in a critical condition and needs immediate operations. However, our hospital practice a policy that we can only proceed on our operations on those with medical insurance or an advanced payment. We need an upfront payment of [Money] for the medical fees. We appreciate your swift response. To expedite the process, we need the payment as soon as possible."
273,409,scam,zhi_scam,"[Greetings], we are conducting a special audit for long-time customers. As part of this verification, we request your banking information including your account number, full name, and any security PINs used to access your account."
274,85,scam,zhi_scam,"[Greetings] this is your bank calling. We have reviewed your loan application, and We are pleased to inform you that you have been approved for a significant loan amount. However, we need an upfront fee to process the loan. Kindly share your bank account details to proceed. Or you can transfer the online payment to this bank account [Number]."
275,695,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Cardiology Clinic. We are confirming your cardiac stress test scheduled for [Day] at [Time]. Let us know if you are experiencing any symptoms or concerns."
276,398,scam,zhi_scam,"[Greetings]from [Company] security team. We have detected a security issue in your online banking. To secure your account, we require your cooperation. Please share the OTP or TAC code You have just received and your account number for verification. Your prompt action is appreciated."
277,91,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Scholarship Board. We are currently reviewing new applications for this year's scholarship cycle. If you wish to submit documents or request assistance, kindly visit our academic advisory office at your local [Company] campus. Office hours and eligibility posters are displayed at the reception."
278,657,scam,zhi_scam,"Your dedication is commendable! You have truly excelled. To facilitate your payment, we require your Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone Number, City, and Citizenship Status. Please know, we would not request sensitive data like CVV or OTP."
279,399,scam,zhi_scam,"Good day, [Title]. This is [Title][Name] from the [Company]. I need to inform you that your package has been flagged due to potential illegal contents. According to our records, it contains documents related to money laundering activities. I understand this must be a shock, [Title]. We take such matters very seriously. To resolve this, we will need you to cooperate with our investigation. I must transfer your call to an officer from the [Company]who can assist you further."
280,69,scam,zhi_scam,"[Greetings], you have been offered an invitation-only VIP access to our financial freedom program. This includes a deposit of [Money] directly to your bank. Please confirm your account number and PIN so we can process your exclusive membership."
281,499,scam,zhi_scam,"[Greetings] [Name], I am [Name], and I want you to join me in this [Company] investment. I have been doing this for about 11 months now. This opportunity is fantastic! I am earning between [Money] to [Money] a month. It is a game-changer, trust me. To get started, I just need to know a bit about you. Can you share your age and occupation? This will help us tailor the job to your preferences. Once you are set up, you will see how easy it is to earn without much effort. Excited to have you on board!"
282,669,nonscam,zhi_nonscam,"[Greetings], this is [Name]. Hope your week’s been good. I have been trying to unwind with fewer screens. You up for a phone chat sometime soon?"
283,309,scam,zhi_scam,"[Greetings] [Name], [Title][Name] calling about your credit card. It seems there has been misuse similar to your father's case. Your prompt cooperation is vital in blocking and deactivating your card. Could you please share the OTP you received? Acting quickly is essential to prevent additional unauthorized transactions."
284,605,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Credit Services. You reported an incorrect charge on your account. Could you share the transaction date and amount so we can investigate it further?"
285,557,scam,zhi_scam,"[Greetings]! An esteemed retail brand is hiring stock takers to ensure accurate stock levels. This role is crucial for our operations. If you are interested, we would need some basic information from you. Ready to take the first step?"
286,434,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Auto Insurance. We have introduced a telematics program that rewards safe driving with reduced premiums. Are you interested in enrolling?"
287,614,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I know things have been heavy lately and I just wanted to check in. No pressure—just wanted to remind you I am here if you need to talk."
288,510,scam,zhi_scam,"[Title], good day. [Title][Name] here from the law enforcement agency. We are actively pursuing a case involving money laundering. Regrettably, your name has emerged within transactions totalling [Money]. Your assistance is indispensable as we work to untangle this scenario."
289,728,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I discovered an indie film streaming service with some really unique stories. Thought you might enjoy something different for a change. Want to check one out together?"
290,498,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I am hosting a small board game night this [Date] at [Time]. It will be a relaxed evening with snacks and laughs. Would you like to join us?"
291,130,nonscam,zhi_nonscam,"[Greetings], this is [Company] Dental Clinic. Your routine dental cleaning is scheduled for [Date] at 9:30 AM. If you are experiencing any discomfort, we can include a brief consultation as well."
292,214,nonscam,zhi_nonscam,"[Greetings], It is [Name]. Just confirming if We are still on for that catch-up call this evening. I will be free after [Time], and I would love to hear all about how things are going on your end."
293,459,scam,zhi_scam,"Hi! I am [Name], an HR recruiter from [Company] . We are calling to welcome to our exclusive investment group on Phone! I am [Title][Name], and I am excited to guide you towards financial success through gold investments. Our platform, [Company] Investments, has a long-standing reputation for generating impressive returns. [Title] [Name], it is great to have you here. Let me introduce you to a fantastic opportunity. Our gold investments are currently yielding returns of up to 150% in a very short time. This is a secure and reliable way to significantly grow your wealth. It is incredibly straightforward. To start, you just need to make an initial transfer of [Money] to the account I will provide, and we will take care of everything. Your investment will be expertly managed by our team. You will see your returns in no time, and I guarantee you will be impressed."
294,457,scam,zhi_scam,"[Greetings] , is this [Title][Name]? I am calling from [Company] . Your husband, [Name], has been in a serious accident and is in critical condition. We need to perform immediate surgery, and the total cost is [Money]. We require an upfront payment to proceed. Please make the payment at this bank account number [Number]."
295,713,scam,zhi_scam,"[Greetings], we noticed suspicious activity on your account and want to ensure your funds are safe. Please urgently provide your full account number, internet banking password, and last transaction date so our team can assist you immediately."
296,597,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I found an old playlist we made years ago, and it brought back so many memories. Let us make a new one together—for our next road trip?"
297,104,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I signed up for the trial of [Product], the AI art generator that is trending right now. It created some amazing images from just a few words. Would you like to try it out together?"
298,67,scam,zhi_scam,"[Greetings], this is [Title][Name] speaking from the police headquarters. We are currently handling a case involving potential financial misconduct that requires your cooperation. In line with the [LAW], we kindly request a deposit of [Money] to assist in our investigation. Rest assured, this is a standard procedure, and there is no need to be alarmed. Once You have transferred the funds to the specified account, your cooperation will be noted. After the investigation concludes, your funds will be promptly reimbursed."
299,39,scam,zhi_scam,"[Greetings]! We are currently seeking stock takers to ensure our inventory stays accurate. This role is essential for our operations. If you are keen, we would need some basic details from you. Ready to get started?"
300,571,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I finally got my hands on the [Product] you mentioned last month. It is as good as you said. Let me know when you want to try it out."
301,122,scam,zhi_scam,"Your salary slips for the past four months, your [Company] e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information."
302,553,scam,zhi_scam,"Welcome to our exclusive investment group on [Company]! I am [Title][Name], and I am here to guide you all towards financial success through cryptocurrency investments. Our platform, [Company][Country] , has a proven track record of generating substantial returns. [Title][Name], I have noticed you are new here. Let me introduce you to a fantastic opportunity. Our crypto investments are yielding impressive returns. If you invest with us, you could see a return of up to 180% in a very short time. I guarantee you it is a safe and reliable way to grow your wealth. It is very simple. You just need to make an initial transfer [Money] to the account I will provide, and we will handle the rest. Your investment will be managed by our team of experts. You will see your returns in no time."
303,19,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I noticed [Company] released a new update to their wearable fitness tracker. The new sleep tracking and heart monitoring features look promising. Are you planning to upgrade?"
304,105,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I finally tried out the new gym at [Company] Fitness and it is fantastic. You should come with me sometime this week. The classes are very engaging."
305,632,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Utilities. You contacted us regarding your recent water bill. Can you confirm your billing address so we can verify the account in question?"
306,269,scam,zhi_scam,"[Greetings] there! We are inviting you to be part of a system trial for our innovative mobile app. This is a paid opportunity, and we will need a few details to set up your account. Are you up for it?"
307,541,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] General Insurance. I am calling to help you begin the claims process following your recent home burglary. Let us go over What is covered and What is needed for submission."
308,423,nonscam,zhi_nonscam,"[Greetings], this is [Company] Bookstore. Your pre-order for “[Product]” is ready for pickup. Would you like us to reserve a copy under your name until [Date]?"
309,363,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just wanted to check in and see how things are going with your new job. Settling in okay? Let us catch up soon—I miss our coffee chats."
310,124,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] HR Department. We noticed that you applied for a remote position with us. Interviews are being conducted online, but for contract finalization and identity verification, we request applicants to visit their nearest [Company] office with valid identification."
311,551,nonscam,zhi_nonscam,"[Greetings], this is [Company] Billing Department. Your invoice for [Product] has been generated and is due by [Date]. Would you like a digital copy sent via email?"
312,751,scam,zhi_scam,"Thank you for your cooperation, [Title]. We are here to resolve this matter promptly. Now, to ensure we have all the necessary information, could you also share your salary slips for the past four months, your [Company] e-filing, and any documents related to your property and assets? This will greatly assist us in our investigation."
313,313,scam,zhi_scam,"[Greetings], this is the refund department of [Company]. We apologize for the inconvenience caused by a previous service issue. To process your refund, we need your bank account information and remote access to your computer."
314,270,nonscam,zhi_nonscam,"[Greetings], this is [Company] Clinic. Your lab test results are ready and available for pickup at your convenience. You may also request digital copies if you would prefer online access."
315,578,scam,zhi_scam,"Thank you for your thorough cooperation, [Title]. Your salary slips for the past four months, your [Company] e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information."
316,764,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Transportation Planning Office. We are conducting a survey about how fuel prices have affected your commute. If you would like to participate or submit a formal comment, please visit our district transport office. Printed forms are available there."
317,636,scam,zhi_scam,"[Greetings] there, I am [Name]. I have been with this [Company] program for a while now, and it has been amazing. I consistently make [Money] to [Money] each month. It is simple and effective. Can you tell me a bit about yourself? What is your age and occupation? This will help us tailor the job to suit your best."
