id,label,source,text,original_id,pair_id,pair_id
97,scam,youtube,hello yeah i'm calling for please this is yeah who is this my name is you talked to my wife about a paypal oh okay where is she she's at work and she asked me to take care of it when i got home and i just got okay so where are you right now are you at your computer right now yep i'm at the computer yes i'm at the computer yes i'm at the computer oh this computer which computer you're using right now like it's a windows computer or it's map computer which one it's a dell on desktop it,97,97,97
89,scam,youtube,thank you for calling amazon thank you for calling paypal support my name is how can i help you today i am looking at what appears to be a paypal purchase and it has your phone number on it this is paypal nobody to answer him why did you answer amazon if its paypal no no it's the amazon shopping like i was asking this amazon shopping i was talking with somebody i'm so sorry but you're talking to me that's okay someone is hacked your paypal account is linked with your ip address someone is doing some fraud activity with your paypal,89,89,89
100,scam,youtube,thanks for calling online support my name is how can i help you today hi i have a strange message on my screen it's telling me that i have suspicious activities is this your laptop or is it a regular pc well it's a dell desktop it runs windows 10 all right okay so this is your personal home computer right yes so what i'm going to do is i'm going to give you some few troubleshooting step okay i will go ahead and check it out and we'll we'll fix the problem okay okay yeah look on the keyboard on the very extreme,100,100,100
148,scam,youtube,hello hello yeah hi this is from vtech how may i help you sir it's kind of about my refund okay so you don't want to continue the service you want to cancel it of course yeah i didn't even know you are charging my account why is it echoing not a problem so if you want to cancel that we will definitely help you out so are you in front of your computer for the cancellation sir i am in front of my computer why is it echoing you have to turn on your volume on your computer so it doesn't echo can you just let me know sir what can you exactly,148,148,148
157,scam,youtube,thank you for calling cancellation department my name is how can i help you hello i received this email from paypal saying we're glad to serve you as our registered customer we have the premium security services ready for installation and looks like money has come out of my account i'm just calling to see what's going on okay can you confirm me with your invoice number ma'am so i can go ahead and check into my system and help you further sure there's an order id here it's you receive the email today or tomorrow oh yes yesterday oh tomorrow how can i receive an email tomorrow you guys are time,157,157,157
233,scam,youtube,thank you for calling this is how can i help you hey we got a voicemail hello yes go ahead oh sorry i thought i heard something back there my husband and i were just we're just checking our voicemails and we got a quote from you saying saying that there was something going on with there's like some kind of charge that you're doing is that right some kind of judge if i may hi this is we have you on speaker phone it says something about how it was going to renew if i remember correctly yeah something like that okay now let me explain okay yeah that's fine we are from cancellation and refund,233,233,233
69,scam,youtube,i'm the senior technician here in microsoft windows support ma'am i don't do anything over the phone ma'am if you don't do it anything over the phone why did you call on this number then why did you call on this number because it's telling me to call on the number so i wanted to see what it says ma'am this is a microsoft windows support i will go ahead and work on it yeah okay okay well i'll call you back i'll do some research and call you back thank you ma'am you will gonna face the consequences then i'm telling you i will go ahead,69,69,69
103,scam,youtube,thank you for getting the naked norton this is here how may i help you today hi my name is my wife had called and spoken to a today with regard to an invoice all right so you want to cancel this subscription and get that even back right last time i used norton was in 2004 we haven't purchased a virus scanner since then and i don't understand why we're still enrolled might be the internet era sir you got subscribed by mistake no issue for that we are going to cancel the subscription okay and whatever money has been charged you refund you get the refund as well okay great i appreciate that are,103,103,103
82,scam,youtube,thank you for call support this site how can i help you today okay so microsoft windows defender warning alert system access has been blocked for security reasons and for the safety your system has alerted us that has been infected with spywear issues threat detected trojan spyware access has been blocked for security reasons and for the safety call windows security toll free okay i understand sir not an issue now at that time sir i believe you can see the pornographic spyware alert am i'm right now son all i've got to tell you i'm a preacher and there ain't no way in hell that i'll be watching,82,82,82
73,scam,youtube,i was just alerted that i have a trojan spyware on my computer i understand ma'am i will go ahead and get that check for you may i know what exactly you were trying to do at that moment when you go this a lot i was ordering off of ebay okay you were ordering something from ebay and your screen locked up may i know the making model of your computer what kind of computer you have this,73,73,73
124,scam,youtube,well thanks for getting connected to mcafee this is how may i help you hi it's how are you doing sweetie yes have a great day ma'am no how i'm fine thank you for your asking so are you be in front of your computer right now yes i just turned it on honey i got home from lunch five minutes ago and i'm now now logged into my computer right all right once you see the home screen please let me know okay okay would you mind calling me mrs because i am married and i'm not comfortable with you calling me by my first name,124,124,124
232,scam,youtube,thank you for calling norton this is how can i help you hey i need to speak with a representative who can help me with an invoice that i'm receiving about or i guess it's not even an invoice so are you calling to get it's a payment are you calling to get more information or you are calling to cancel your service sir i said are you calling to get more information or you are calling to cancel your service oh i'm calling to cancel sorry i thought you said am i calling to get your information i was thinking no i'm not no no no no i i sorry sir i'm calling,232,232,232
187,scam,youtube,yes mom how can i help you hi i need to talk to somebody about my subscription please yes mom how can i help you in that well i my husband asked me to call you he's at the doctor's today he he just printed out this email about to support subscriptions okay it says 499 and then auto renewed so i'd like to i'd like to talk to someone about that all right ma'am can you please tell me your email address well i don't know which email you sent it to he didn't print out that part just has your email on the phone number okay,187,187,187
110,scam,youtube,hi i got a strange message on my screen that's telling me i have suspicious movements and my computer's been blocked okay and what were you doing on the computer when you got that message i was looking up recipes for chicken chicken casserole did you download anything on your computer lately i did i've got a new wallpaper for my desktop of my dog i downloaded this the other day okay is that a laptop or desktop the computer it's a desktop it says secure connection join with the code and now it's changing the it says joining your session you may receive a prompt for your,110,110,110
84,scam,youtube,thank you for calling support how can i help hi i'm having a weird issue with my computer i was in my facebook and a pop up popped up and said i had to call you because my computer has been blocked okay ma'am because when you were on facebook over there you clicked on infected link or any ad that's why trojans infections they transferred in your computer okay so what do i do so now i so now i have to give you instructions which you have to follow so that i can able to find out what exactly happened wrong in your computer and tell you,84,84,84
120,scam,youtube,thank you for calling the refund department this is how can i help you hi it said that you're canceling or you're going out of business yes ma'am i'm very sorry to say like our main internal server has got crashed down so like our company won't be able to provide you any further services that is the reason ma'am according to the refund act 1948 we have to refund you the money if we are not eligible to receive like we are not eligible to provide you any services okay okay okay well thanks for letting me know this what,120,120,120
10,scam,youtube,hello yes sir this is what yeah this is engineer again can you hear me sir yes from microsoft yes is your computer is on yes it is now what you need to do you need to look at your computer keyboard right yes on your keyboard extremely left bottom corner do you see the ctrl key the control key yes what is this noise coming from your side like it is windy or something hold on let me clear the line just hold the line all right now what do you believe you can hear me clearly yes i can now,10,10,10
193,scam,youtube,hello hello yes sir can you hear me yeah can yeah i think i i just called a second ago hello yes can i please talk with the accounting department sir my name is this is the cancellation department of norton how can i help you today oh the cancellation department is this who i need to talk to to cancel my payment yes yes yes yes right okay right now the present moment do you want to continue with that software you want to cancel it and get your refund back to you oh oh i don't want it i don't even know what it is to be honest i think this could have been like i might have accidentally,193,193,193
technical_support_62,nonscam,technical_support_json,i need support software won't install and it's causing me a lot of stress good day i'm here to help let's start when did you first notice software won't install this started after the last system update got it have you tried restarting the device completely multiple restarts still the same issue let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps perfect i'll push a driver update remotely give me a moment i followed the steps and everything is back to normal excellent glad we got that sorted is there anything else i can help with all good really appreciate your help,technical_support_62,210,210
technical_support_92,nonscam,technical_support_json,hello i need urgent help software won't install hello i'm sorry to hear that let's fix this together when did software won't install start it happened after i restarted my computer got it have you tried restarting the device completely i tried that didn't work at all let's go further can you check for any pending system updates there's a pending update should i install it now that driver error is the culprit i'll guide you to reinstall it now the driver reinstalled fine issue is gone great news feel free to reach out if the issue returns nothing else thanks again,technical_support_92,75,75
technical_support_52,nonscam,technical_support_json,good morning i'm really struggling because wifi keeps disconnecting good day i'm here to help let's start when did you first notice wifi keeps disconnecting it started two days ago completely out of nowhere thank you can you try clearing the cache and restarting the application yes still happening after the restart alright let's try running the built in diagnostic tool my device model is hp pavilion 15 hope that helps that version is outdated let me send you the update link the driver reinstalled fine issue is gone perfect the problem is resolved have a great day nothing else thanks again,technical_support_52,85,85
technical_support_53,nonscam,technical_support_json,good morning i'm really struggling because laptop battery not charging thanks for reaching out i'll help you sort out laptop battery not charging how long has this been happening this started after the last system update understood first let's try a full shutdown and restart did that help yes i restarted multiple times same problem let me check from my end can you provide your device model i checked and the drivers seem outdated perfect i'll push a driver update remotely give me a moment it's working perfectly now thank you wonderful don't hesitate to contact us again if needed that's all thanks a lot,technical_support_53,154,154
technical_support_69,nonscam,technical_support_json,good morning i'm really struggling because microphone not detected thanks for reaching out i'll help you sort out microphone not detected how long has this been happening since this morning it was fine yesterday thank you can you try clearing the cache and restarting the application multiple restarts still the same issue let's go further can you check for any pending system updates i checked and the drivers seem outdated yes please install the update and restart once complete i followed the steps and everything is back to normal perfect the problem is resolved have a great day that's all thanks a lot,technical_support_69,80,80
technical_support_46,nonscam,technical_support_json,hi there i've been dealing with webcam not working for a while now good day i'm here to help let's start when did you first notice webcam not working since this morning it was fine yesterday understood first let's try a full shutdown and restart did that help done that already no change okay please navigate to settings and check the device drivers settings show version 3 1 2 is that the latest yes please install the update and restart once complete it's working perfectly now thank you excellent glad we got that sorted is there anything else i can help with no that's everything thank you so much,technical_support_46,87,87
technical_support_29,nonscam,technical_support_json,hi there i've been dealing with computer shuts down randomly for a while now hi that sounds frustrating can you tell me more about when computer shuts down randomly began about a week ago i thought it would fix itself but it didn't got it have you tried restarting the device completely yes still happening after the restart okay please navigate to settings and check the device drivers i checked and the drivers seem outdated perfect i'll push a driver update remotely give me a moment update installed and restarted it seems to be working now perfect the problem is resolved have a great day that's all thanks a lot,technical_support_29,188,188
technical_support_81,nonscam,technical_support_json,i need support laptop battery not charging and it's causing me a lot of stress hi that sounds frustrating can you tell me more about when laptop battery not charging began it began yesterday morning i haven't changed anything thank you can you try clearing the cache and restarting the application yes still happening after the restart alright let's try running the built in diagnostic tool i ran the diagnostic and it says driver error detected yes please install the update and restart once complete it's working perfectly now thank you perfect the problem is resolved have a great day nothing else thanks again,technical_support_81,155,155
technical_support_5,nonscam,technical_support_json,hi there i've been dealing with fan making loud noise for a while now thanks for reaching out i'll help you sort out fan making loud noise how long has this been happening about a week ago i thought it would fix itself but it didn't understood first let's try a full shutdown and restart did that help yes i restarted multiple times same problem let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps that driver error is the culprit i'll guide you to reinstall it now update installed and restarted it seems to be working now great news feel free to reach out if the issue returns no that's everything thank you so much,technical_support_5,170,170
technical_support_76,nonscam,technical_support_json,good morning i'm really struggling because microphone not detected good day i'm here to help let's start when did you first notice microphone not detected it happened after i restarted my computer understood first let's try a full shutdown and restart did that help done that already no change let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps that driver error is the culprit i'll guide you to reinstall it now update installed and restarted it seems to be working now wonderful don't hesitate to contact us again if needed no that's everything thank you so much,technical_support_76,63,63
technical_support_11,nonscam,technical_support_json,hi there i've been dealing with webcam not working for a while now hello i'm sorry to hear that let's fix this together when did webcam not working start since this morning it was fine yesterday i see as a first step have you tried unplugging and reconnecting the device yes still happening after the restart let's go further can you check for any pending system updates i ran the diagnostic and it says driver error detected that version is outdated let me send you the update link the driver reinstalled fine issue is gone wonderful don't hesitate to contact us again if needed no,technical_support_11,76,76
technical_support_25,nonscam,technical_support_json,hey i'm having a technical issue printer not detected hello i'm sorry to hear that let's fix this together when did printer not detected start it began yesterday morning i haven't changed anything i see as a first step have you tried unplugging and reconnecting the device yes still happening after the restart okay please navigate to settings and check the device drivers i checked and the drivers seem outdated that driver error is the culprit i'll guide you to reinstall it now fixed i can't believe it was that simple excellent glad we got that sorted is there anything else i can help with nothing else thanks again,technical_support_25,132,132
technical_support_67,nonscam,technical_support_json,hi there i've been dealing with computer runs very slow for a while now hello i'm sorry to hear that let's fix this together when did computer runs very slow start since this morning it was fine yesterday i see as a first step have you tried unplugging and reconnecting the device multiple restarts still the same issue let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps that version is outdated let me send you the update link fixed i can't believe it was that simple wonderful don't hesitate to contact us again if needed that's all thanks a lot,technical_support_67,229,229
technical_support_99,nonscam,technical_support_json,good morning i'm really struggling because monitor flickering good day i'm here to help let's start when did you first notice monitor flickering it happened after i restarted my computer got it have you tried restarting the device completely yes still happening after the restart alright let's try running the built in diagnostic tool i ran the diagnostic and it says driver error detected that driver error is the culprit i'll guide you to reinstall it now i followed the steps and everything is back to normal great news feel free to reach out if the issue returns nope i'm good now great support thank you,technical_support_99,113,113
technical_support_86,nonscam,technical_support_json,i need support bluetooth not pairing and it's causing me a lot of stress thanks for reaching out i'll help you sort out bluetooth not pairing how long has this been happening about a week ago i thought it would fix itself but it didn't i see as a first step have you tried unplugging and reconnecting the device i tried that didn't work at all let me check from my end can you provide your device model i checked and the drivers seem outdated that driver error is the culprit i'll guide you to reinstall it now i followed the steps and everything is back to normal excellent glad we got that sorted is there anything else i can help with nope i'm good now great support thank you,technical_support_86,227,227
technical_support_2,nonscam,technical_support_json,hi my wifi keeps disconnecting and i have no idea what to do hello i'm sorry to hear that let's fix this together when did wifi keeps disconnecting start it began yesterday morning i haven't changed anything understood first let's try a full shutdown and restart did that help multiple restarts still the same issue let's go further can you check for any pending system updates settings show version 3 1 2 is that the latest perfect i'll push a driver update remotely give me a moment fixed i can't believe it was that simple wonderful don't hesitate to contact us again if needed all good really appreciate your help,technical_support_2,125,125
technical_support_21,nonscam,technical_support_json,good morning i'm really struggling because software won't install good day i'm here to help let's start when did you first notice software won't install it began yesterday morning i haven't changed anything understood first let's try a full shutdown and restart did that help yes still happening after the restart okay please navigate to settings and check the device drivers there's a pending update should i install it now yes please install the update and restart once complete i followed the steps and everything is back to normal excellent glad we got that,technical_support_21,114,114
technical_support_4,nonscam,technical_support_json,hey i'm having a technical issue blue screen of death thanks for reaching out i'll help you sort out blue screen of death how long has this been happening about a week ago i thought it would fix itself but it didn't i see as a first step have you tried unplugging and reconnecting the device yes i restarted multiple times same problem alright let's try running the built in diagnostic tool settings show version 3 1 2 is that the latest yes please install the update and restart once complete it's working perfectly now thank you excellent glad we got that sorted is there anything else i,technical_support_4,57,57
technical_support_72,nonscam,technical_support_json,good morning i'm really struggling because keyboard keys not responding hello i'm sorry to hear that let's fix this together when did keyboard keys not responding start it began yesterday morning i haven't changed anything got it have you tried restarting the device completely done that already no change let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps that version is outdated let me send you the update link i followed the steps and everything is back to normal perfect the problem is resolved have a great day nope i'm good now great support thank you,technical_support_72,152,152
technical_support_40,nonscam,technical_support_json,hi there i've been dealing with printer not detected for a while now hello i'm sorry to hear that let's fix this together when did printer not detected start it started two days ago completely out of nowhere thank you can you try clearing the cache and restarting the application i tried that didn't work at all okay please navigate to settings and check the device drivers settings show version 3 1 2 is that the latest that version is outdated let me send you the update link update installed and restarted it seems to be working now great news feel free to reach out if the issue returns no that's everything thank you so much,technical_support_40,112,112
technical_support_20,nonscam,technical_support_json,good morning i'm really struggling because printer not detected good day i'm here to help let's start when did you first notice printer not detected it happened after i restarted my computer understood first let's try a full shutdown and restart did that help done that already no change let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps that version is outdated let me send you the update link update installed and restarted it seems to be working now wonderful don't hesitate to contact us again if needed that's all thanks a lot,technical_support_20,111,111
technical_support_96,nonscam,technical_support_json,i need support laptop battery not charging and it's causing me a lot of stress hi that sounds frustrating can you tell me more about when laptop battery not charging began about a week ago i thought it would fix itself but it didn't got it have you tried restarting the device completely multiple restarts still the same issue let me check from my end can you provide your device model i checked and the drivers seem outdated yes please install the update and restart once complete update installed and restarted it seems to be working now wonderful don't hesitate to contact us again if needed nope i'm good now great support thank you,technical_support_96,104,104
technical_support_37,nonscam,technical_support_json,i need support usb port not working and it's causing me a lot of stress hello i'm sorry to hear that let's fix this together when did usb port not working start this started after the last system update i see as a first step have you tried unplugging and reconnecting the device i tried that didn't work at all alright let's try running the built in diagnostic tool settings show version 3 1 2 is that the latest that driver error is the culprit i'll guide you to reinstall it now it's working perfectly now thank you wonderful don't hesitate to contact us again if needed nope i'm good now great support thank you,technical_support_37,65,65
technical_support_89,nonscam,technical_support_json,hi my webcam not working and i have no idea what to do good day i'm here to help let's start when did you first notice webcam not working since this morning it was fine yesterday i see as a first step have you tried unplugging and reconnecting the device done that already no change let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps yes please install the update and restart once complete update installed and restarted it seems to be working now perfect the problem is resolved have a great day nope i'm good now great support thank you,technical_support_89,17,17
technical_support_68,nonscam,technical_support_json,good morning i'm really struggling because external hard drive not recognized good day i'm here to help let's start when did you first notice external hard drive not recognized it started two days ago completely out of nowhere thank you can you try clearing the cache and restarting the application yes still happening after the restart alright let's try running the built in diagnostic tool i ran the diagnostic and it says driver error detected that driver error is the culprit i'll guide you to reinstall it now update installed and restarted it seems to be working now great news feel free to reach out if the issue returns that's all thanks a lot,technical_support_68,61,61
technical_support_43,nonscam,technical_support_json,i need support computer shuts down randomly and it's causing me a lot of stress hello i'm sorry to hear that let's fix this together when did computer shuts down randomly start it began yesterday morning i haven't changed anything understood first let's try a full shutdown and restart did that help i tried that didn't work at all alright let's try running the built in diagnostic tool my device model is hp pavilion 15 hope that helps perfect i'll push a driver update remotely give me a moment update installed and restarted it seems to be working now wonderful don't hesitate to contact us again if needed nope i'm,technical_support_43,242,242
technical_support_97,nonscam,technical_support_json,hi my webcam not working and i have no idea what to do good day i'm here to help let's start when did you first notice webcam not working since this morning it was fine yesterday thank you can you try clearing the cache and restarting the application yes i restarted multiple times same problem let's go further can you check for any pending system updates i ran the diagnostic and it says driver error detected perfect i'll push a driver update remotely give me a moment update installed and restarted it seems to be working now great news feel free to reach out if the issue returns that's all thanks a lot,technical_support_97,235,235
technical_support_18,nonscam,technical_support_json,hi there i've been dealing with laptop battery not charging for a while now hello i'm sorry to hear that let's fix this together when did laptop battery not charging start since this morning it was fine yesterday got it have you tried restarting the device completely yes i restarted multiple times same problem alright let's try running the built in diagnostic tool i ran the diagnostic and it says driver error detected yes please install the update and restart once complete the,technical_support_18,101,101
technical_support_58,nonscam,technical_support_json,i need support microphone not detected and it's causing me a lot of stress thanks for reaching out i'll help you sort out microphone not detected how long has this been happening it started two days ago completely out of nowhere understood first let's try a full shutdown and restart did that help yes still happening after the restart okay please navigate to settings and check the device drivers i ran the diagnostic and it says driver error detected perfect i'll push a driver update remotely give me a moment i followed the steps and everything is back to normal excellent glad we got that sorted is there anything else i can help with nothing else thanks again,technical_support_58,106,106
technical_support_28,nonscam,technical_support_json,hey i'm having a technical issue wifi keeps disconnecting hi that sounds frustrating can you tell me more about when wifi keeps disconnecting began since this morning it was fine yesterday i see as a first step have you tried unplugging and reconnecting the device i tried that didn't work at all alright let's try running the built in diagnostic tool settings show version 3 1 2 is that the latest that version is outdated let me send you the update link fixed i can't believe it was that simple excellent glad we got that sorted is there anything else i can help with no that's everything thank you so much,technical_support_28,194,194
technical_support_78,nonscam,technical_support_json,hi there i've been dealing with fan making loud noise for a while now good day i'm here to help let's start when did you first notice fan making loud noise this started after the last system update thank you can you try clearing the cache and restarting the application multiple restarts still the same issue let's go further can you check for any pending system updates settings show version 3 1 2 is that the latest yes please install the update and restart once complete the driver reinstalled fine issue is gone perfect the problem is resolved have a great day all good really appreciate your help,technical_support_78,146,146
technical_support_60,nonscam,technical_support_json,hey i'm having a technical issue laptop battery not charging hi that sounds frustrating can you tell me more about when laptop battery not charging began it started two days ago completely out of nowhere i see as a first step have you tried unplugging and reconnecting the device done that already no change let's go further can you check for any pending system updates there's a pending update should i install it now that version is outdated let me send you the update link it's working perfectly now thank you excellent glad we got that sorted is there anything else i can help with nothing else thanks again,technical_support_60,185,185
technical_support_64,nonscam,technical_support_json,hey i'm having a technical issue microphone not detected good day i'm here to help let's start when did you first notice microphone not detected it started two days ago completely out of nowhere understood first let's try a full shutdown and restart did that help yes still happening after the restart okay please navigate to settings and check the device drivers i checked and the drivers seem outdated yes please install the update and restart once complete fixed i can't believe it was that simple great news feel free to reach out if the issue returns all good really appreciate your help,technical_support_64,88,88
technical_support_85,nonscam,technical_support_json,good morning i'm really struggling because bluetooth not pairing hello i'm sorry to hear that let's fix this together when did bluetooth not pairing start about a week ago i thought it would fix itself but it didn't i see as a first step have you tried unplugging and reconnecting the device i tried that didn't work at all let's go further can you check for any pending system updates i ran the diagnostic and it says driver error detected that driver error is the culprit i'll guide you to reinstall it now it's working perfectly,technical_support_85,54,54
technical_support_77,nonscam,technical_support_json,hi there i've been dealing with wifi keeps disconnecting for a while now hi that sounds frustrating can you tell me more about when wifi keeps disconnecting began it happened after i restarted my computer understood first let's try a full shutdown and restart did that help yes i restarted multiple times same problem alright let's try running the built in diagnostic tool i ran the diagnostic and it says driver error detected that driver error is the culprit i'll guide you to reinstall it now fixed i can't believe it was that simple wonderful don't hesitate to contact us again if needed no that's everything thank you so much,technical_support_77,79,79
technical_support_42,nonscam,technical_support_json,i need support bluetooth not pairing and it's causing me a lot of stress good day i'm here to help let's start when did you first notice bluetooth not pairing since this morning it was fine yesterday understood first let's try a full shutdown and restart did that help yes still happening after the restart alright let's try running the built in diagnostic tool there's a pending update should i install it now that driver error is the culprit i'll guide you to reinstall it now the driver reinstalled fine issue is gone perfect the problem is resolved have a great day that's all thanks a lot,technical_support_42,117,117
technical_support_80,nonscam,technical_support_json,hello i need urgent help usb port not working hi that sounds frustrating can you tell me more about when usb port not working began about a week ago i thought it would fix itself but it didn't thank you can you try clearing the cache and restarting the application multiple restarts still the same issue okay please navigate to settings and check the device drivers my device model is hp pavilion 15 hope that helps perfect i'll push a driver update remotely give me a moment update installed and restarted it seems to be working now wonderful don't hesitate to contact us again if needed nothing else thanks again,technical_support_80,225,225
technical_support_45,nonscam,technical_support_json,hey i'm having a technical issue monitor flickering good day i'm here to help let's start when did you first notice monitor flickering it happened after i restarted my computer understood first let's try a full shutdown and restart did that help done that already no change okay please navigate to settings and check the device drivers i ran the diagnostic and it says driver error detected that version is outdated let me send you the update link it's working perfectly now thank you excellent glad we got that sorted is there anything else i can help with nope i'm good now great support thank you,technical_support_45,135,135
technical_support_93,nonscam,technical_support_json,i need support blue screen of death and it's causing me a lot of stress hi that sounds frustrating can you tell me more about when blue screen of death began about a week ago i thought it would fix itself but it didn't understood first let's try a full shutdown and restart did that help i tried that didn't work at all let me check from my end can you provide your device model my device model is hp pavilion 15 hope that helps yes please install the update and restart once complete i followed the steps and everything is back to normal great news feel free to reach out if the issue returns all good really appreciate your help,technical_support_93,68,68
technical_support_26,nonscam,technical_support_json,hi there i've been dealing with computer shuts down randomly for a while now hello i'm sorry to hear that let's fix this together when did computer shuts down randomly start it began yesterday morning i haven't changed anything i see as a first step have you tried unplugging and reconnecting the device yes i restarted multiple times same problem let's go further can you check for any pending system updates settings show version 3 1 2 is that the latest perfect i'll push a driver update remotely give me a moment i followed the steps and everything is back to normal perfect the problem is resolved have a great day nothing else thanks again,technical_support_26,49,49
technical_support_14,nonscam,technical_support_json,hi there i've been dealing with printer not detected for a while now good day i'm here to help let's start when did you first notice printer not detected about a week ago i thought it would fix itself but it didn't understood first let's try a full shutdown and restart did that help yes still happening after the restart alright let's try running the built in diagnostic tool my device model is hp pavilion 15 hope that helps perfect i'll,technical_support_14,58,58
technical_support_15,nonscam,technical_support_json,i need support computer shuts down randomly and it's causing me a lot of stress good day i'm here to help let's start when did you first notice computer shuts down randomly it started two days ago completely out of nowhere understood first let's try a full shutdown and restart did that help i tried that didn't work at all let's go further can you check for any pending system updates i ran the diagnostic and it says driver error detected yes please install the update and restart once complete fixed i can't believe it was that simple great news feel free to reach out if the issue returns nothing else thanks again,technical_support_15,150,150
technical_support_12,nonscam,technical_support_json,hello i need urgent help keyboard keys not responding hello i'm sorry to hear that let's fix this together when did keyboard keys not responding start since this morning it was fine yesterday i see as a first step have you tried unplugging and reconnecting the device multiple restarts still the same issue okay please navigate to settings and check the device drivers my device model is hp pavilion 15 hope that helps that driver error is the culprit i'll guide you to reinstall it now the driver reinstalled fine issue is gone excellent glad we got that sorted is there anything else i can help with nothing else thanks again,technical_support_12,60,60
technical_support_88,nonscam,technical_support_json,hi there i've been dealing with webcam not working for a while now thanks for reaching out i'll help you sort out webcam not working how long has this been happening about a week ago i thought it would fix itself but it didn't thank you can you try clearing the cache and restarting the application yes still happening after the restart let's go further can you check for any pending system updates my device model is hp pavilion 15 hope that helps that version is outdated let me send you the update link update installed and restarted it seems to be working now perfect the problem is resolved have a great day nothing else thanks again,technical_support_88,216,216
technical_support_65,nonscam,technical_support_json,hello i need urgent help fan making loud noise hello i'm sorry to hear that let's fix this together when did fan making loud noise start it started two days ago completely out of nowhere understood first let's try a full shutdown and restart did that help yes still happening after the restart let me check from my end can you provide your device model i checked and the drivers seem outdated yes please install the update and restart once complete it's working perfectly now thank you perfect the problem is resolved have a great day nope i'm good now great support thank you,technical_support_65,153,153
technical_support_55,nonscam,technical_support_json,hello i need urgent help keyboard keys not responding hello i'm sorry to hear that let's fix this together when did keyboard keys not responding start it began yesterday morning i haven't changed anything thank you can you try clearing the cache and restarting the application done that already no change okay please navigate to settings and check the device drivers i checked and the drivers seem outdated that version is outdated let me send you the update link it's working perfectly now thank you excellent glad we got that sorted is there anything else i can help with no that's everything thank you so much,technical_support_55,241,241
technical_support_56,nonscam,technical_support_json,good morning i'm really struggling because computer runs very slow hi that sounds frustrating can you tell me more about when computer runs very slow began this started after the last system update i see as a first step have you tried unplugging and reconnecting the device done that already no change let me check from my end can you provide your device model i checked and the drivers seem outdated that driver error is the culprit i'll guide you to reinstall it now i followed the steps and everything is back to normal wonderful don't hesitate to contact us again if needed that's all thanks a lot,technical_support_56,48,48
technical_support_9,nonscam,technical_support_json,i need support microphone not detected and it's causing me a lot of stress good day i'm here to help let's start when did you first notice microphone not detected about a week ago i thought it would fix itself but it didn't thank you can you try clearing the cache and restarting the application yes still happening after the restart okay please navigate to settings and check the device drivers my device model is hp pavilion 15 hope that helps that version is outdated let me send you the update link update installed and restarted it seems to be working now excellent glad we got that sorted is there anything else i can help with no that's everything thank you so much,technical_support_9,77,77
technical_support_87,nonscam,technical_support_json,hello i need urgent help printer not detected good day i'm here to help let's start when did you first notice printer not detected about a week ago i thought it would fix itself but it didn't i see as a first step have you tried unplugging and reconnecting the device yes i restarted multiple times same problem alright let's try running the built in diagnostic tool there's a pending update should i install it now that driver error is the culprit i'll guide you to reinstall it now fixed i can't believe it was that,technical_support_87,36,36
technical_support_63,nonscam,technical_support_json,i need support printer not detected and it's causing me a lot of stress hello i'm sorry to hear that let's fix this together when did printer not detected start it began yesterday morning i haven't changed anything got it have you tried restarting the device completely done that already no change alright let's try running the built in diagnostic tool settings show version 3 1 2 is that the latest that version is outdated let me send you the update link i followed the steps and everything is,technical_support_63,25,25
technical_support_3,nonscam,technical_support_json,hey i'm having a technical issue external hard drive not recognized hello i'm sorry to hear that let's fix this together when did external hard drive not recognized start it began yesterday morning i haven't changed anything thank you can you try clearing the cache and restarting the application yes still happening after the restart let me check from my end can you provide your device model my device model is hp pavilion 15 hope that helps perfect i'll push a driver update remotely give me a moment i followed the steps and everything is back to normal excellent glad we got that sorted is there anything else i can help with no that's everything thank you so much,technical_support_3,83,83
technical_support_95,nonscam,technical_support_json,hi my software won't install and i have no idea what to do hi that sounds frustrating can you tell me more about when software won't install began since this morning it was fine yesterday thank you can you try clearing the cache and restarting the application multiple restarts still the same issue let's go further can you check for any pending system updates there's a pending update should i install it now that version is outdated let me send you the update link,technical_support_95,67,67
technical_support_16,nonscam,technical_support_json,hi my wifi keeps disconnecting and i have no idea what to do hello i'm sorry to hear that let's fix this together when did wifi keeps disconnecting start it began yesterday morning i haven't changed anything got it have you tried restarting the device completely yes i restarted multiple times same problem let me check from my end can you provide your device model there's a pending update should i install it now perfect i'll push a driver update remotely give me a moment i followed the steps and everything is back to normal wonderful don't hesitate to contact us again if needed all good really appreciate your help,technical_support_16,139,139
technical_support_10,nonscam,technical_support_json,hello i need urgent help webcam not working good day i'm here to help let's start when did you first notice webcam not working about a week ago i thought it would fix itself but it didn't got it have you tried restarting the device completely done that already no change alright let's try running the built in diagnostic tool settings show version 3 1 2 is that the latest that version is outdated let me send you the update link fixed i can't believe it was that simple perfect the problem is resolved,technical_support_10,46,46
